"transcript_id"	"gene_id"	"KO3"	"KO2"	"KO1"	"Het3"	"Het2"	"Het1"	"WT3"	"WT2"	"WT1"
"MSTRG.1.1"	"MSTRG.1"	0	0	0	0	0	0	0	0	0
"MSTRG.10.1"	"MSTRG.10"	2.67	2.24	2.17	2.1	4.76	2.88	5.1	5.76	3.01
"MSTRG.100.1"	"MSTRG.100"	10.98	10.26	9.43	9.97	22.76	14.28	21.91	25.16	14.1
"MSTRG.100.2"	"MSTRG.100"	0.77	0.99	1.44	1.35	1.43	1.34	1.8	1.9	0.85
"MSTRG.1000.1"	"MSTRG.1000"	3.2	4.05	4.02	3.18	6.96	4.16	6.26	4.71	4.43
"MSTRG.10000.1"	"MSTRG.10000"	0.53	0.21	0.27	0.38	0.58	0.6	1.26	0.72	0.64
"MSTRG.10000.2"	"MSTRG.10000"	2.06	2.15	1.72	1.76	4.37	2.81	3.86	4.07	2.41
"MSTRG.10001.1"	"MSTRG.10001"	3	2.45	1.86	2.15	5.21	3.13	5.59	6.22	2.68
"MSTRG.10002.1"	"MSTRG.10002"	4.31	5.06	4.06	4.38	9.26	5.57	9.51	8.91	5.8
"MSTRG.10003.1"	"MSTRG.10003"	2.91	3.82	4.02	3.06	6.33	4.75	6.02	5.14	4.49
"MSTRG.10004.1"	"MSTRG.10004"	3.51	2.52	3.89	4.67	15.04	2.91	5.92	17.98	4
"MSTRG.10005.1"	"MSTRG.10005"	1.11	1.39	0.7	1.32	2.23	1.5	2.62	3.09	1.02
"MSTRG.10005.2"	"MSTRG.10005"	0.62	1.11	0.92	0.47	1.27	1.47	0.76	1.99	1.38
"MSTRG.10005.3"	"MSTRG.10005"	1.8	1.95	1.9	2.06	5.01	2.61	4.74	3.56	3.69
"MSTRG.10006.1"	"MSTRG.10006"	0.43	1.53	1.33	0.88	1.15	2.24	3.57	2.3	1.88
"MSTRG.10006.2"	"MSTRG.10006"	2.3	1.14	1.04	1.38	4.98	1.26	0.81	3.67	3.71
"MSTRG.10006.3"	"MSTRG.10006"	3.56	6.22	5.68	4.51	11.84	7.6	9.4	9.26	7.47
"MSTRG.10006.4"	"MSTRG.10006"	0.53	0.3	0	0.19	0.26	0.18	0.84	0.59	1.4
"MSTRG.10006.5"	"MSTRG.10006"	0.54	1.86	0.63	0.49	1.56	0.59	1.18	2.91	1.07
"MSTRG.10006.6"	"MSTRG.10006"	0.57	0	0	0.43	0.45	1.06	0	0	0.27
"MSTRG.10006.7"	"MSTRG.10006"	0.12	0.19	0.07	0.21	0.39	0.19	0.19	0.41	0.26
"MSTRG.10006.8"	"MSTRG.10006"	0.3	0.66	0.22	0.31	0.79	0.52	0.46	0.48	0.36
"MSTRG.10006.9"	"MSTRG.10006"	0.13	0.24	0.09	0.07	0.3	0.22	0.23	0.56	0.18
"MSTRG.10007.1"	"MSTRG.10007"	1.23	1.54	1.24	1.31	3.26	2.07	2.84	2.78	2.18
"MSTRG.10007.2"	"MSTRG.10007"	1	1.34	0.74	0.89	2.61	1.52	2.2	2.78	2.31
"MSTRG.10008.1"	"MSTRG.10008"	0.97	0.46	0.99	0.82	1.6	1.12	2.84	0.91	0.66
"MSTRG.10009.1"	"MSTRG.10009"	2.01	2.01	1.48	1.86	3.62	1.95	3.55	2.38	1.93
"MSTRG.1001.1"	"MSTRG.1001"	1.17	1.34	1.27	1.06	2.79	1.86	2.8	2.19	1.84
"MSTRG.10010.1"	"MSTRG.10010"	2.55	2.9	2.25	2.46	5.32	3.12	4.59	4.53	3.09
"MSTRG.10011.1"	"MSTRG.10011"	2.74	2.88	2.63	2.68	6.17	3.38	4.8	4.6	3.5
"MSTRG.10011.2"	"MSTRG.10011"	0.08	0.13	0.04	0.09	0.29	0.11	0.22	0.27	0.18
"MSTRG.10011.3"	"MSTRG.10011"	0.14	0.23	0.09	0.1	0.24	0.27	0.29	0.46	0.44
"MSTRG.10011.4"	"MSTRG.10011"	1.29	1.57	0.91	1.4	2.59	2.06	2.97	3	1.68
"MSTRG.10012.1"	"MSTRG.10012"	2.27	1.89	2.39	1.58	2.68	4.02	6.12	0	2.88
"MSTRG.10012.2"	"MSTRG.10012"	0.25	0	0	0.52	1.41	0	0.27	3.78	0
"MSTRG.10013.1"	"MSTRG.10013"	0.13	0.14	0.11	0.13	0.23	0.41	0.3	0.79	0.3
"MSTRG.10013.2"	"MSTRG.10013"	0.59	0.31	0.37	0.54	1.08	0.79	1.28	0.72	0.84
"MSTRG.10014.1"	"MSTRG.10014"	1.21	1.15	1.09	1.26	2.67	2.1	3.22	3.9	1.8
"MSTRG.10015.1"	"MSTRG.10015"	5.63	6.33	4.72	5.07	10.9	7.42	11.64	11.31	7.99
"MSTRG.10016.1"	"MSTRG.10016"	0.97	1.22	0.73	0.92	1.84	1.25	1.73	1.71	1.26
"MSTRG.10017.1"	"MSTRG.10017"	1.33	1.11	0.96	1.4	2.46	1.34	2.02	2.41	1.54
"MSTRG.10018.1"	"MSTRG.10018"	4.67	5.15	4.38	4.42	11.32	6.82	10.03	12.65	8.82
"MSTRG.10019.1"	"MSTRG.10019"	15.84	13.79	8.98	12.3	30.94	15.5	31.23	41.17	18.12
"MSTRG.1002.1"	"MSTRG.1002"	3.69	3.6	3.96	3.58	8.13	5.4	9.17	7.34	4.81
"MSTRG.10020.1"	"MSTRG.10020"	3.25	3.1	2.35	2.52	5.71	3.18	6.05	4.7	3.44
"MSTRG.10020.2"	"MSTRG.10020"	2.1	1.52	1.42	2.28	5.08	3.04	4.44	4.99	2.32
"MSTRG.10021.1"	"MSTRG.10021"	2.8	2.83	2.26	2.43	5.71	3.5	4.91	5.6	3.2
"MSTRG.10021.2"	"MSTRG.10021"	0.15	0.23	0.21	0.19	0.33	0.31	0.47	0.48	0.29
"MSTRG.10022.1"	"MSTRG.10022"	4.64	4.27	4.1	4.43	12.51	7.34	12.38	11.07	6.56
"MSTRG.10023.1"	"MSTRG.10023"	3.16	3.29	2.75	2.87	6.02	4.07	6.24	5.73	3.82
"MSTRG.10024.1"	"MSTRG.10024"	1.02	1.09	0.83	1.02	2	1.47	1.91	2.51	1.48
"MSTRG.10025.1"	"MSTRG.10025"	3.36	4.03	2.89	3.36	6.04	3.78	5.2	6.15	4.09
"MSTRG.10026.1"	"MSTRG.10026"	1.71	1.4	1.15	1.61	3.4	2.04	3.03	2.62	1.94
"MSTRG.10027.1"	"MSTRG.10027"	2.49	3.41	2.43	2.02	5.45	3.72	4.51	2.36	3.29
"MSTRG.10028.1"	"MSTRG.10028"	682.76	800.25	480.49	542.86	893.33	1189.77	595.68	1611.83	638.32
"MSTRG.10029.1"	"MSTRG.10029"	11.97	13.11	10.71	11.15	29.85	17.4	24.91	27.89	16.45
"MSTRG.1003.1"	"MSTRG.1003"	1.5	1.94	1.43	1.45	2.96	2.2	3.57	3.12	2.35
"MSTRG.10030.1"	"MSTRG.10030"	0.27	0.25	0.49	0.28	0.69	0.5	0.47	0.43	0.37
"MSTRG.10030.2"	"MSTRG.10030"	7.25	6.87	5.2	6.23	13.99	8.51	14.66	18.41	8.91
"MSTRG.10031.1"	"MSTRG.10031"	6.88	8.17	5.35	5.83	10.4	7.2	7.23	18.3	5.71
"MSTRG.10032.1"	"MSTRG.10032"	2.55	2.97	2.72	2.49	6.55	4.79	6.73	7.32	5.15
"MSTRG.10033.1"	"MSTRG.10033"	5.97	7.7	5.36	5.82	14.85	8.66	12.6	15	10.48
"MSTRG.10033.2"	"MSTRG.10033"	2.09	2.59	2.1	2.19	4.84	3.64	4.46	5.46	3.26
"MSTRG.10034.1"	"MSTRG.10034"	0.12	0.1	0.12	0.12	0.3	0.16	0.25	0.34	0.18
"MSTRG.10034.2"	"MSTRG.10034"	0.12	0.1	0.12	0.12	0.3	0.16	0.25	0.34	0.18
"MSTRG.10034.3"	"MSTRG.10034"	9.97	8.13	6.98	7.75	18.86	10.84	18.13	24.87	10.42
"MSTRG.10035.1"	"MSTRG.10035"	5.82	4.81	5.1	4.47	10.33	5.92	10.92	19.3	4.78
"MSTRG.10036.1"	"MSTRG.10036"	2.73	3.6	2.77	2.8	5.74	4.15	6.04	6.87	3.6
"MSTRG.10037.1"	"MSTRG.10037"	0.76	0.76	0.75	0.68	1.48	1.12	1.63	1.25	1.09
"MSTRG.10038.1"	"MSTRG.10038"	5.31	3.82	3.57	4.57	9.13	5.85	10.31	7.33	4.35
"MSTRG.10039.1"	"MSTRG.10039"	7.71	8.58	7.14	7.81	16.53	11.2	19.41	14.77	12.97
"MSTRG.10039.2"	"MSTRG.10039"	0.98	1.05	1.03	0.96	2.24	1.43	2.43	2.33	1.19
"MSTRG.1004.1"	"MSTRG.1004"	4.1	6	5.15	5.47	9.79	10.14	9.28	22.18	6.84
"MSTRG.10040.1"	"MSTRG.10040"	1.76	2.08	1.82	1.63	3.42	2.6	3.37	2.96	2.49
"MSTRG.10040.2"	"MSTRG.10040"	1.16	1.55	1.55	1.11	2.58	1.07	2.31	3.17	1.05
"MSTRG.10041.1"	"MSTRG.10041"	14.41	15.52	12.96	15.75	31.23	17.51	30.26	28.33	20.26
"MSTRG.10042.1"	"MSTRG.10042"	2.8	3.12	2.78	3.16	7.2	4.49	7.41	5.74	3.78
"MSTRG.10043.1"	"MSTRG.10043"	4.3	6.59	2.43	5.15	4.99	0.81	1.69	2.36	3.12
"MSTRG.10044.1"	"MSTRG.10044"	1.63	2.33	1.79	1.45	3.55	1.79	2.69	2.11	2.7
"MSTRG.10045.1"	"MSTRG.10045"	1.37	1.68	1.21	1.77	3.34	2.14	3.69	3.26	1.67
"MSTRG.10046.1"	"MSTRG.10046"	1.06	1.24	1.16	1.06	1.9	1.06	2.36	1.2	1.09
"MSTRG.10046.2"	"MSTRG.10046"	2.84	2.14	1.75	2.39	4.45	2.83	4.5	5.4	2.43
"MSTRG.10047.1"	"MSTRG.10047"	0.42	0.64	0.48	0.51	1.1	0.82	0.92	1.66	1.01
"MSTRG.10047.2"	"MSTRG.10047"	3.15	2.17	2.33	2.67	5.09	4.6	10	7.34	4.29
"MSTRG.10047.3"	"MSTRG.10047"	3.23	2.79	3.24	3.25	6.8	4.08	9.14	6.07	3.88
"MSTRG.10048.1"	"MSTRG.10048"	1.88	2.14	1.75	1.82	3.94	2.56	3.59	4.17	2.4
"MSTRG.10049.1"	"MSTRG.10049"	2.89	3.53	3.18	3.03	4.54	3.58	6.15	4.54	3.33
"MSTRG.1005.1"	"MSTRG.1005"	5.37	5.75	5.39	4.27	8.94	6.08	9.55	7.13	6.2
"MSTRG.10050.1"	"MSTRG.10050"	0.85	1	0.59	0.96	1.65	1.37	1.51	3.16	1.17
"MSTRG.10051.1"	"MSTRG.10051"	4.85	5.55	4.79	4.72	11.27	6.66	11.31	11.06	7
"MSTRG.10052.1"	"MSTRG.10052"	2.06	2.91	2.46	1.79	4.24	3.2	4.28	3.91	3.74
"MSTRG.10053.1"	"MSTRG.10053"	1.16	1.29	1.08	1.08	2.68	1.51	2.23	1.88	1.19
"MSTRG.10054.1"	"MSTRG.10054"	2.29	2.42	2.09	2.1	4.49	3.04	5.16	3.63	2.98
"MSTRG.10054.2"	"MSTRG.10054"	0.76	1.12	1.2	0.91	1.93	1.42	1.61	2.37	1.07
"MSTRG.10055.1"	"MSTRG.10055"	3.02	2.85	2.8	2.84	5.88	3.86	7.31	5.89	4.04
"MSTRG.10056.1"	"MSTRG.10056"	1.23	1.59	1.19	1.33	2.8	1.65	2.75	2.55	1.85
"MSTRG.10057.1"	"MSTRG.10057"	4.25	4.64	3.25	3.92	8.13	5.07	9.02	9.51	4.77
"MSTRG.10057.2"	"MSTRG.10057"	0.75	0.73	0.17	0.78	0.86	1.48	1.39	1.16	0.89
"MSTRG.10058.1"	"MSTRG.10058"	14.44	14.55	13.57	14.73	31.58	18.46	34.46	26.16	17.77
"MSTRG.10059.1"	"MSTRG.10059"	5.75	6.9	4.67	5.36	10.67	6.73	11.15	12.28	6.71
"MSTRG.1006.1"	"MSTRG.1006"	5.34	5.12	4.42	5.12	10.28	6.23	11.93	8.84	6.03
"MSTRG.10060.1"	"MSTRG.10060"	2.46	2.16	1.76	2.26	4.62	3.05	4.99	4.63	3.14
"MSTRG.10061.1"	"MSTRG.10061"	4.12	3.92	3.08	4.03	8.21	5.33	9.32	7.76	4.99
"MSTRG.10062.1"	"MSTRG.10062"	1.11	1.22	0.97	1.18	2.32	1.34	2.1	2.63	1.62
"MSTRG.10063.1"	"MSTRG.10063"	1.04	0.95	0.82	0.95	2.01	1.18	2.29	4.7	1.2
"MSTRG.10064.1"	"MSTRG.10064"	3.6	3.35	2.92	3.09	7.87	5.04	9.15	7.41	4.28
"MSTRG.10065.1"	"MSTRG.10065"	0.58	0.88	0.53	0.59	1.29	0.88	1.1	1.52	0.97
"MSTRG.10066.1"	"MSTRG.10066"	5.09	7.01	5.65	4.73	12.17	8.01	10.83	10.61	9.1
"MSTRG.10066.2"	"MSTRG.10066"	0.52	0.93	0.61	0.57	1.43	1.2	0.92	2.76	1.42
"MSTRG.10066.3"	"MSTRG.10066"	0	0	0	0	0	0	0	0	0
"MSTRG.10066.4"	"MSTRG.10066"	0.36	0	0	0	0	0	1.38	0	0
"MSTRG.10066.5"	"MSTRG.10066"	0	0	0	0	0	0	0	0	0
"MSTRG.10066.6"	"MSTRG.10066"	0.78	0.4	0.51	0.67	0.99	0.66	1.56	1.04	0.38
"MSTRG.10066.7"	"MSTRG.10066"	0.28	0.44	0.37	0.29	0.79	0.72	0.48	1.58	0.88
"MSTRG.10066.8"	"MSTRG.10066"	0.74	0.44	1.12	0.62	1.61	0.77	2.37	0.28	0.72
"MSTRG.10067.1"	"MSTRG.10067"	0.4	0.87	0.44	0.4	1.42	1.03	0.65	2.18	1.22
"MSTRG.10068.1"	"MSTRG.10068"	1.78	1.67	1.87	1.74	3.7	2.7	3.28	2.89	2.55
"MSTRG.10069.1"	"MSTRG.10069"	3.1	2.57	2.62	2.75	6.08	4.06	7.62	4.96	3.72
"MSTRG.1007.1"	"MSTRG.1007"	1.67	2.31	0.61	1.78	1.76	1.32	1.8	7.89	1.73
"MSTRG.10070.1"	"MSTRG.10070"	0.08	0.33	0.14	0.05	0.74	0.58	1.56	1.46	1.05
"MSTRG.10070.2"	"MSTRG.10070"	2.26	2.31	2.16	2.22	4.03	3.09	3.73	3.36	2.75
"MSTRG.10071.1"	"MSTRG.10071"	7.41	6.93	6.84	7.2	16.48	10.81	17.73	14.16	10.57
"MSTRG.10072.1"	"MSTRG.10072"	0.68	1.32	1.11	0.88	2.02	1.67	1.44	1.35	1.48
"MSTRG.10072.2"	"MSTRG.10072"	1.83	1.88	1.68	1.81	4.05	3.02	4.21	5.09	3.33
"MSTRG.10073.1"	"MSTRG.10073"	2.11	2.38	1.27	1.75	3.25	2.04	3.41	4.08	1.81
"MSTRG.10074.1"	"MSTRG.10074"	1.4	0.71	1.13	1.29	1.99	1.46	3.01	1.45	0.9
"MSTRG.10075.1"	"MSTRG.10075"	1.57	1.66	1.33	1.41	2.79	1.67	3.28	3.06	1.87
"MSTRG.10076.1"	"MSTRG.10076"	1.53	1.45	1.28	1.4	3.09	2.1	3.81	4.32	2.23
"MSTRG.10077.1"	"MSTRG.10077"	3.59	3.55	2.88	3.11	6.78	3.66	6.68	7.82	4.01
"MSTRG.10077.2"	"MSTRG.10077"	1.75	1.97	1.57	1.52	3.46	2.43	4.5	3.66	2.22
"MSTRG.10077.3"	"MSTRG.10077"	0.61	0.54	0.44	0.45	1.06	0.79	1.08	1.52	0.82
"MSTRG.10078.1"	"MSTRG.10078"	0.94	1.02	1	0.86	3.09	1.84	2.37	1.44	1.17
"MSTRG.10078.2"	"MSTRG.10078"	0	0	0	0	0	0	0	0	0
"MSTRG.10078.3"	"MSTRG.10078"	1.53	1	1.4	1.29	2.48	2.01	4.05	2.27	2.33
"MSTRG.10078.4"	"MSTRG.10078"	0.2	0.08	0.46	0.27	0.45	0.24	0.79	0	0.13
"MSTRG.10079.1"	"MSTRG.10079"	232.69	243.85	196.66	205.42	501.46	284.81	474.82	496.47	316.34
"MSTRG.1008.1"	"MSTRG.1008"	4.11	3.02	3.36	3.68	7.36	6.95	7.51	4.37	4.97
"MSTRG.1008.2"	"MSTRG.1008"	4.81	5.63	6.76	4.88	12.02	6.39	15.84	8.43	4.54
"MSTRG.1008.3"	"MSTRG.1008"	0.23	0.22	0.25	0.23	0.57	0.39	0.46	0.33	0.34
"MSTRG.1008.4"	"MSTRG.1008"	3.14	0.01	0	0.69	0	2.84	0	0.18	0
"MSTRG.1008.5"	"MSTRG.1008"	17.85	22.26	22.51	20.2	51.9	30.43	51.63	36.97	32.52
"MSTRG.10080.1"	"MSTRG.10080"	20.02	19.25	16.82	19.34	42.57	26.06	47.75	36.86	24.54
"MSTRG.10080.2"	"MSTRG.10080"	0.13	0.18	0.11	0.21	0.3	0.18	0.45	0.51	0.37
"MSTRG.10081.1"	"MSTRG.10081"	2.59	4.33	4.54	3.83	8.26	5.77	7.65	15.43	8.54
"MSTRG.10081.2"	"MSTRG.10081"	7.81	8.63	6.32	6.71	17.36	9.45	14.56	10.28	9.01
"MSTRG.10081.3"	"MSTRG.10081"	1.28	1.49	1.17	1.95	2.55	2.62	3.92	5.2	2.55
"MSTRG.10082.1"	"MSTRG.10082"	1.82	1.74	1.35	1.56	3.42	2.22	3.92	3.86	2.29
"MSTRG.10082.2"	"MSTRG.10082"	1.58	1.87	1.82	1.76	2.48	1.91	3.17	2.06	1.52
"MSTRG.10083.1"	"MSTRG.10083"	1.05	1	1.28	1.11	1.92	1.4	2.63	1.79	1.2
"MSTRG.10084.1"	"MSTRG.10084"	2.29	1.88	1.94	1.75	4.23	2.71	5.11	4.15	2.82
"MSTRG.10085.1"	"MSTRG.10085"	0.08	0.35	0.18	0.08	0.24	0.35	0.12	0.38	0.49
"MSTRG.10086.1"	"MSTRG.10086"	1.02	0.76	1.03	0.77	1.79	1.37	1.91	1.39	1.22
"MSTRG.10086.2"	"MSTRG.10086"	1.3	0.82	1	1.06	2.38	1.42	3.83	2.58	1.43
"MSTRG.10087.1"	"MSTRG.10087"	1.25	1.23	0.9	1.14	2.49	1.68	2.57	2.52	1.51
"MSTRG.10088.1"	"MSTRG.10088"	37.2	30.55	24.56	35.73	53.94	44.39	71.66	100.96	40.43
"MSTRG.10088.2"	"MSTRG.10088"	9.49	9.46	6.37	7.09	15.64	8.23	17.27	26.14	10.82
"MSTRG.10089.1"	"MSTRG.10089"	3.09	2.86	2.51	2.88	6.16	3.67	7.38	5.78	3.85
"MSTRG.1009.1"	"MSTRG.1009"	1.93	1.8	1.52	1.67	2.93	2.14	3.01	2.3	2.04
"MSTRG.10090.1"	"MSTRG.10090"	1.15	1.47	1.09	1.12	2.72	2	2.3	3.28	2.41
"MSTRG.10091.1"	"MSTRG.10091"	13.05	14.31	10.36	13.26	26.98	15.74	24.22	23.25	13.91
"MSTRG.10092.1"	"MSTRG.10092"	8.88	11.25	4.93	7.9	13.65	6.49	9.12	48.84	7.67
"MSTRG.10093.1"	"MSTRG.10093"	2.76	2.3	2.42	2.02	4.7	2.88	6.16	4.57	2.83
"MSTRG.10094.1"	"MSTRG.10094"	15.34	15.67	14.37	14.72	30.97	18.29	33.76	18.55	19.15
"MSTRG.10095.1"	"MSTRG.10095"	4.03	4.12	3.74	3.61	7.56	4.16	7.95	5.54	4.65
"MSTRG.10095.2"	"MSTRG.10095"	1.78	1.83	1.98	1.5	2.49	1.85	2.17	1.22	1.7
"MSTRG.10096.1"	"MSTRG.10096"	1.43	1.44	1.08	1.34	3.05	1.95	2.98	2.97	2.06
"MSTRG.10097.1"	"MSTRG.10097"	2.33	2.96	2.37	2.69	5.97	3.78	3.23	2.18	1.51
"MSTRG.10097.2"	"MSTRG.10097"	9.99	8.4	7.54	8.89	15.44	9.93	23.51	19.38	12.41
"MSTRG.10098.1"	"MSTRG.10098"	2.93	3.31	2.26	2.9	6.56	3.84	6.84	6.24	3.79
"MSTRG.10099.1"	"MSTRG.10099"	0.05	0.1	0.02	0.05	0.07	0.01	0.13	0.2	0.21
"MSTRG.10099.2"	"MSTRG.10099"	2.13	2.42	2.09	2.04	4.66	3.24	4.35	4.72	2.89
"MSTRG.101.1"	"MSTRG.101"	0	0	0	0	0	0	0	0	0
"MSTRG.1010.1"	"MSTRG.1010"	0.79	1.24	1.79	0.63	1.44	0.45	0.73	0	1.21
"MSTRG.1010.2"	"MSTRG.1010"	1.56	1.81	1.45	1.88	3.45	2.7	3.4	3.77	2.63
"MSTRG.10100.1"	"MSTRG.10100"	0	0	0	0.11	0	0	0	0	0
"MSTRG.10101.1"	"MSTRG.10101"	1.01	1.31	0.79	0.89	1.98	1.35	1.92	2.37	1.27
"MSTRG.10102.1"	"MSTRG.10102"	2.03	2.83	1.94	2.68	4.9	2.6	5.47	3.52	3.01
"MSTRG.10102.2"	"MSTRG.10102"	10.55	10.98	8.33	9.62	21.52	13.2	23	19.48	12.33
"MSTRG.10103.1"	"MSTRG.10103"	17.06	19.48	14.22	28.42	31.33	10.88	29.86	32.09	8.46
"MSTRG.10104.1"	"MSTRG.10104"	1.56	1.44	1.24	1.02	2.75	1.82	3.72	2.56	1.81
"MSTRG.10105.1"	"MSTRG.10105"	0.81	0.14	0	0	0	0.44	0	1.71	0
"MSTRG.10105.2"	"MSTRG.10105"	1.32	1.72	1.33	1.53	3.57	1.86	4.04	2.61	2.26
"MSTRG.10106.1"	"MSTRG.10106"	3.25	3.43	3.29	2.97	7.32	6.38	8.09	6.16	5.73
"MSTRG.10107.1"	"MSTRG.10107"	0	0.17	0	0.01	0	0	0.2	0	0
"MSTRG.10108.1"	"MSTRG.10108"	450.73	479.59	366.6	415.61	809.06	606.68	596.42	1162.63	383.76
"MSTRG.10109.1"	"MSTRG.10109"	2.39	2.88	2.06	2.37	5.22	2.56	4.3	6.2	2.98
"MSTRG.1011.1"	"MSTRG.1011"	0.75	0.7	0.86	0.85	2.34	1.3	2.49	1.61	1.27
"MSTRG.10110.1"	"MSTRG.10110"	0.25	0.44	0.22	0.29	0.77	0.6	0.63	1.06	0.78
"MSTRG.10111.1"	"MSTRG.10111"	0.67	0.72	0.76	0.6	1.99	1.2	1.97	0.61	1.19
"MSTRG.10112.1"	"MSTRG.10112"	2.25	2.45	2.07	2.3	3.18	3.22	2.25	4.9	2.88
"MSTRG.10112.2"	"MSTRG.10112"	0.55	1.7	0.49	0.81	3.84	1.1	2.43	3.32	2.41
"MSTRG.10112.3"	"MSTRG.10112"	1.68	2.36	1.9	1.43	3.27	2.92	2.34	4.75	2.89
"MSTRG.10113.1"	"MSTRG.10113"	1.34	1.42	1.24	1.36	3.05	2.07	3.27	3.79	2.2
"MSTRG.10114.1"	"MSTRG.10114"	4.15	4.38	3.5	4.11	8.74	5.81	9.79	7.69	5.54
"MSTRG.10115.1"	"MSTRG.10115"	2.62	2.01	1.82	1.63	3.84	2.68	4.85	4.58	3.09
"MSTRG.10116.1"	"MSTRG.10116"	1.48	1.6	1.35	1.42	2.65	1.62	3.38	2.94	1.83
"MSTRG.10117.1"	"MSTRG.10117"	0.82	1.1	0.78	0.8	1.86	1.4	1.56	1.77	1.35
"MSTRG.10118.1"	"MSTRG.10118"	11.53	16.41	11.98	11.48	24.06	14.24	21.53	20.79	18.89
"MSTRG.10119.1"	"MSTRG.10119"	1.4	1.76	1.09	1.48	3.71	1.95	2.72	5.89	1.77
"MSTRG.10119.2"	"MSTRG.10119"	14.2	13.99	12.34	14	31.19	19.45	34.43	32.33	20.03
"MSTRG.10119.3"	"MSTRG.10119"	0.48	0.54	0.31	0.56	1.55	1.17	1.4	1.16	0.92
"MSTRG.1012.1"	"MSTRG.1012"	1.54	1.97	1.81	1.73	4.14	2.87	3.75	2.68	2.84
"MSTRG.10120.1"	"MSTRG.10120"	1.69	1.84	1.16	1.45	4.15	2.06	3.46	5.29	3.25
"MSTRG.10120.2"	"MSTRG.10120"	0.34	0.37	0.48	0.33	0.9	0.78	0.37	0.44	0.44
"MSTRG.10121.1"	"MSTRG.10121"	1.1	1.16	1.05	1.13	2.96	1.92	2.69	2.37	1.96
"MSTRG.10122.1"	"MSTRG.10122"	5.35	4.92	4.99	4.14	8.38	5.96	9.06	6.47	5.99
"MSTRG.10122.2"	"MSTRG.10122"	1.11	1.7	2.07	1.57	3.18	1.39	2.23	1.5	1.69
"MSTRG.10123.1"	"MSTRG.10123"	6.66	5.74	5.19	5.62	13.65	8	14.11	9.55	8.88
"MSTRG.10123.2"	"MSTRG.10123"	0.51	1.51	1.93	1.31	2.62	2.4	2.26	0	0.79
"MSTRG.10124.1"	"MSTRG.10124"	0.87	0.36	0.72	0.45	1.41	0.92	2.26	0.21	0.9
"MSTRG.10124.2"	"MSTRG.10124"	0.61	0.63	0.57	0.67	0.74	1.01	1.48	0.76	0.92
"MSTRG.10124.3"	"MSTRG.10124"	4.76	4.42	4.57	4.71	8.96	5.58	8.46	3.91	5.63
"MSTRG.10125.1"	"MSTRG.10125"	0.23	0.2	0.16	0.17	0.35	0.35	0.25	0.71	0.4
"MSTRG.10125.2"	"MSTRG.10125"	1.85	3.09	2.23	2.42	5.05	3.61	5.7	3.67	3.31
"MSTRG.10125.3"	"MSTRG.10125"	7.13	7.84	8.12	6.71	16.28	10.43	15.25	11.97	10.86
"MSTRG.10126.1"	"MSTRG.10126"	0.74	0.67	0.61	0.76	1.87	1.13	1.54	1.15	1.23
"MSTRG.10127.1"	"MSTRG.10127"	0.2	0.19	0.38	0.18	0.37	0.11	0.77	0.08	0.2
"MSTRG.10127.2"	"MSTRG.10127"	3.3	2.69	2.52	3.09	5.94	3.76	6.8	6.82	3.83
"MSTRG.10128.1"	"MSTRG.10128"	0.87	0.9	1	0.94	1.67	1.05	1.4	1.4	1.03
"MSTRG.10129.1"	"MSTRG.10129"	7.42	7.82	6.7	6.37	14.93	8.82	13.56	10.92	9.07
"MSTRG.1013.1"	"MSTRG.1013"	1.69	1.95	2.1	1.85	4.55	4.42	5.61	5.74	3.75
"MSTRG.10130.1"	"MSTRG.10130"	0.5	1.13	0.61	0.53	1.5	1.27	1.38	1.99	1.49
"MSTRG.10130.2"	"MSTRG.10130"	1.38	1.54	1.76	1.43	3.21	1.99	1.72	1	1.96
"MSTRG.10131.1"	"MSTRG.10131"	0.84	0.55	0.6	0.66	1.7	1.4	1.86	0.44	0.9
"MSTRG.10132.1"	"MSTRG.10132"	0.71	0.47	0.67	0.68	1.49	1.14	1.54	0.24	0.87
"MSTRG.10133.1"	"MSTRG.10133"	78.52	113.98	91.34	74.25	157.41	202.92	155.34	252.22	139.42
"MSTRG.10133.2"	"MSTRG.10133"	7.53	12.09	9.69	7.81	21.36	23.81	19.37	39.76	21.75
"MSTRG.10133.3"	"MSTRG.10133"	4.89	7.22	12.09	4.79	11.92	7.27	7.45	0.94	6.23
"MSTRG.10134.1"	"MSTRG.10134"	6.79	6.4	5.62	6.17	15.59	9.7	14.38	14.74	10.92
"MSTRG.10134.2"	"MSTRG.10134"	5.8	6.1	5.66	5.83	13.3	8.83	13.78	14.54	9.16
"MSTRG.10134.3"	"MSTRG.10134"	0	0	0	0	0	0.1	0	0.04	0
"MSTRG.10135.1"	"MSTRG.10135"	36.75	21.83	26	26.97	40.83	52.41	85.92	30.07	34.98
"MSTRG.10136.1"	"MSTRG.10136"	4.65	4.53	6.79	4.07	7.49	5.15	7.8	2.51	5.63
"MSTRG.10137.1"	"MSTRG.10137"	48.57	45.22	41.78	40.36	127.2	60.08	115.62	114.24	54.91
"MSTRG.10138.1"	"MSTRG.10138"	63.55	74.6	55.34	64.28	140.04	91.9	138.74	311.89	81.97
"MSTRG.10139.1"	"MSTRG.10139"	18.05	21.25	19.62	18.21	39.45	28.01	46.68	30.04	27
