"transcript_id"	"gene_id"	"KO3"	"KO2"	"KO1"	"Het3"	"Het2"	"Het1"	"WT3"	"WT2"	"WT1"
"MSTRG.1127.1"	"MSTRG.1127"	0.34	0	0	0.12	0.33	0	0.39	0	0
"MSTRG.11270.1"	"MSTRG.11270"	6.6	7.37	6.27	4.87	16.94	4.73	4.69	13.43	3.91
"MSTRG.11271.1"	"MSTRG.11271"	3.36	3.42	2.76	3.18	6.63	4.4	6.98	7.33	4.23
"MSTRG.11272.1"	"MSTRG.11272"	0.55	0.57	0.51	0.59	0.94	0.99	1.28	1.46	0.83
"MSTRG.11272.2"	"MSTRG.11272"	2.2	2.72	2.03	2.17	5.11	2.51	5.39	4.33	3.08
"MSTRG.11273.1"	"MSTRG.11273"	12.91	13.09	11.8	3.34	27.27	17.52	17.83	14.98	18.25
"MSTRG.11273.2"	"MSTRG.11273"	2.22	1.49	0	11.08	3.77	1.59	10.87	14.12	0
"MSTRG.11273.3"	"MSTRG.11273"	0	0.43	0	0.14	0.58	0	0	0.53	0
"MSTRG.11274.1"	"MSTRG.11274"	6.77	5.64	4.45	5.24	13.02	8.16	12.38	8.49	7.52
"MSTRG.11274.2"	"MSTRG.11274"	2.21	3.14	3.37	3.2	6	3.3	6.8	8.67	3.76
"MSTRG.11274.3"	"MSTRG.11274"	0.62	0.88	0.54	0.58	1.08	0.92	1.25	2.21	1.35
"MSTRG.11275.1"	"MSTRG.11275"	0.94	0.86	0.68	0.84	1.47	1.73	2.02	3.91	0.52
"MSTRG.11276.1"	"MSTRG.11276"	0.09	0	0.22	0.28	0.12	0	0	0	0
"MSTRG.11276.2"	"MSTRG.11276"	3.74	4.96	5.57	4.04	7.59	5.89	9.38	4.45	5.62
"MSTRG.11276.3"	"MSTRG.11276"	0.32	0.35	0.32	0.03	0.44	0.9	0	0	0.52
"MSTRG.11277.1"	"MSTRG.11277"	1.54	1.43	2.74	1.45	3.97	1.78	2.69	2.56	2.04
"MSTRG.11277.2"	"MSTRG.11277"	2.38	2.83	1.92	2.53	5.65	4.12	5.09	5.23	3.98
"MSTRG.11278.1"	"MSTRG.11278"	3.02	3.01	2.48	2.55	6.01	3.44	7.41	6	3.58
"MSTRG.11279.1"	"MSTRG.11279"	3.02	2.99	2.49	3.35	6.65	4.33	6.57	6.27	4.29
"MSTRG.1128.1"	"MSTRG.1128"	0.78	0.63	0.5	1.11	1.87	1.53	3.04	2.15	1.22
"MSTRG.11280.1"	"MSTRG.11280"	1.96	1.99	1.52	1.88	3.67	2.35	3.98	4.47	2.48
"MSTRG.11281.1"	"MSTRG.11281"	7.08	8.08	5.06	7.46	13.91	8.46	12.83	19.12	7.4
"MSTRG.11282.1"	"MSTRG.11282"	13.08	16.88	11.87	12.08	28.85	18.56	23.55	28.63	20.75
"MSTRG.11283.1"	"MSTRG.11283"	2.43	2.28	2.22	2.14	4.79	3.17	4.86	2.77	3.06
"MSTRG.11284.1"	"MSTRG.11284"	15.66	18.1	12.11	15.73	32.45	17.14	28.99	39.86	19.92
"MSTRG.11285.1"	"MSTRG.11285"	2.37	2.67	2.26	2.29	5.11	3.59	5.52	4.52	3.38
"MSTRG.11286.1"	"MSTRG.11286"	0.8	1.13	1.02	0.89	2.22	1.56	2	3.18	1.77
"MSTRG.11286.2"	"MSTRG.11286"	0.49	0.38	0	0.36	0.52	0.14	0.36	1.15	0.46
"MSTRG.11287.1"	"MSTRG.11287"	26.65	27.15	18.35	24.21	47.88	28.52	46.18	44.35	26.18
"MSTRG.11288.1"	"MSTRG.11288"	0.83	0.78	0.68	0.72	1.67	1.05	2.37	1.73	1.14
"MSTRG.11289.1"	"MSTRG.11289"	1.08	1.21	1.11	0.53	2.39	1.42	0.99	2.72	1.26
"MSTRG.11289.2"	"MSTRG.11289"	0.59	0.7	0.46	1.24	1.15	0.94	2.39	1.97	1.47
"MSTRG.1129.1"	"MSTRG.1129"	36.29	37.54	32.61	38.11	71.03	43.56	73.18	63.95	39.7
"MSTRG.11290.1"	"MSTRG.11290"	3.89	3.37	2.69	3.45	7.15	4.28	6.3	6.49	3.99
"MSTRG.11291.1"	"MSTRG.11291"	7.24	6.65	5.87	6.62	14.91	9.35	15.54	14.2	8.13
"MSTRG.11292.1"	"MSTRG.11292"	0.84	0.56	0.79	0.64	1.58	0.91	1.96	1.23	0.71
"MSTRG.11293.1"	"MSTRG.11293"	2.63	3.19	2.67	3.44	6.61	3.99	8.46	6.31	4.44
"MSTRG.11293.2"	"MSTRG.11293"	0.33	0.47	0.3	0.32	0.65	0.54	0.68	0.91	0.71
"MSTRG.11293.3"	"MSTRG.11293"	3.52	4.13	3	2.35	6.59	4.73	7.03	5.87	4.15
"MSTRG.11293.4"	"MSTRG.11293"	0.41	0.56	0.48	0.45	1	0.76	1.07	1.65	0.85
"MSTRG.11293.5"	"MSTRG.11293"	0	0	0	0	0	0	0	0	0
"MSTRG.11294.1"	"MSTRG.11294"	3.09	3.15	2.56	3.36	6.61	3.49	4.97	12.17	3.55
"MSTRG.11295.1"	"MSTRG.11295"	6.48	12.74	9.2	12.5	30.78	11.29	23.13	39.59	16.89
"MSTRG.11296.1"	"MSTRG.11296"	1.32	1.51	1.27	1.46	4.02	2.88	4.08	4.01	2.59
"MSTRG.11297.1"	"MSTRG.11297"	1.96	2.63	1.52	1.95	4.07	3.3	4.12	8.89	3.09
"MSTRG.11297.2"	"MSTRG.11297"	1.45	2.1	1.2	1.63	3.06	2.05	3.18	9.17	2.84
"MSTRG.11298.1"	"MSTRG.11298"	1.08	1.36	0.9	1.02	2.06	1.53	2.63	3.06	1.53
"MSTRG.11299.1"	"MSTRG.11299"	2.44	4.68	2.06	2.56	6.35	5.95	7.59	9.16	3.39
"MSTRG.113.1"	"MSTRG.113"	3.55	3.49	2.3	3.12	6.8	4.45	6.38	7.31	4.21
"MSTRG.1130.1"	"MSTRG.1130"	2.82	2.98	2.86	2.74	6.52	3.5	6.91	2.93	2.12
"MSTRG.11300.1"	"MSTRG.11300"	1.17	1.12	0.94	1.04	2.48	1.29	2.4	2.63	1.47
"MSTRG.11301.1"	"MSTRG.11301"	6.73	7.04	5.7	6.86	13.2	8.99	13.91	13.91	8.78
"MSTRG.11301.2"	"MSTRG.11301"	6.42	8.37	6.03	6.2	11.61	10.25	14.45	14.79	11.85
"MSTRG.11301.3"	"MSTRG.11301"	1.56	2.25	1.72	0.95	2.66	1.85	2.31	4.38	2.29
"MSTRG.11301.4"	"MSTRG.11301"	1.75	1.45	1	1.54	3.21	1.96	2.44	3.64	1.92
"MSTRG.11302.1"	"MSTRG.11302"	4.65	5.15	4.75	4.43	9.29	6.9	10.34	6.58	7.29
"MSTRG.11302.2"	"MSTRG.11302"	0.21	0.3	0.27	0.23	0.48	0.36	0.3	0.58	0.33
"MSTRG.11303.1"	"MSTRG.11303"	1.7	1.91	1.62	1.63	3.6	3.09	4.08	5.21	2.67
"MSTRG.11304.1"	"MSTRG.11304"	1.77	1.66	1.44	1.5	3.55	2.52	3.74	5.76	2.98
"MSTRG.11304.2"	"MSTRG.11304"	0.74	1	0.91	1.04	2.14	1.56	2.56	1.96	1.08
"MSTRG.11305.1"	"MSTRG.11305"	4.45	2.82	5.02	3.77	6.55	4.52	11.19	4.85	3.88
"MSTRG.11306.1"	"MSTRG.11306"	2.88	1.88	2.53	1.99	4.29	3.03	6.49	3.88	2.81
"MSTRG.11307.1"	"MSTRG.11307"	6.28	5.87	3.57	6.71	10.72	6.84	9.68	7.38	5.06
"MSTRG.11308.1"	"MSTRG.11308"	1.35	1.09	0.87	1.18	2.4	1.49	2.75	3.37	1.8
"MSTRG.11309.1"	"MSTRG.11309"	4.45	3.57	3.15	4.16	7.59	4.54	8.09	9.39	4.43
"MSTRG.1131.1"	"MSTRG.1131"	11.85	11.51	9.18	10.43	20.99	13.51	19.21	19.89	11.04
"MSTRG.11310.1"	"MSTRG.11310"	5.82	7.59	5.41	6.49	14.6	9.95	10.68	17.1	11.02
"MSTRG.11310.2"	"MSTRG.11310"	1.68	2.12	1.18	1.69	3.11	0.91	2.44	4.41	3.16
"MSTRG.11311.1"	"MSTRG.11311"	1.63	1.47	1.26	1.55	3.93	2.54	4.71	2.53	2.09
"MSTRG.11312.1"	"MSTRG.11312"	0.81	0.92	0.55	0.86	2.15	1.11	1.82	1.71	1.16
"MSTRG.11313.1"	"MSTRG.11313"	1.56	1.42	1.53	1.39	4.03	2.33	3.54	2.48	2.29
"MSTRG.11314.1"	"MSTRG.11314"	0	0.33	0	0	0.05	0	0	0	0
"MSTRG.11314.2"	"MSTRG.11314"	0.06	0.12	0.17	0	0.18	0.2	0.08	0	0.05
"MSTRG.11314.3"	"MSTRG.11314"	1.93	1.8	1.77	1.97	4.41	2.62	4.55	3.6	3.43
"MSTRG.11314.4"	"MSTRG.11314"	0.59	0.6	0.59	0.74	1.66	1.02	1.34	1.74	0.71
"MSTRG.11315.1"	"MSTRG.11315"	2.52	2.59	2.42	2.18	5.57	3.91	6.05	5.59	3.61
"MSTRG.11316.1"	"MSTRG.11316"	5.07	3.81	4.25	3.66	9.08	5.51	10.96	7.39	5.55
"MSTRG.11316.2"	"MSTRG.11316"	0.4	0.47	0.61	0.53	0.17	0.71	0.92	0.93	0
"MSTRG.11317.1"	"MSTRG.11317"	1.08	0.84	0.73	0.93	2.06	1.66	2.12	3.26	0.94
"MSTRG.11318.1"	"MSTRG.11318"	4.82	4	2.67	4.52	7.01	4.83	4.68	5.25	3.42
"MSTRG.11319.1"	"MSTRG.11319"	2.17	1.24	2.02	2.03	4.29	2.98	6.55	4.26	2.94
"MSTRG.11319.2"	"MSTRG.11319"	0	0	0	0	0	0	0	1.07	0
"MSTRG.11319.3"	"MSTRG.11319"	2.26	2.83	1.81	2.06	4.16	3.22	5.57	3.3	2.7
"MSTRG.1132.1"	"MSTRG.1132"	14.07	10.93	9.78	13.76	27.43	16.11	20.81	26.63	10.62
"MSTRG.11320.1"	"MSTRG.11320"	13.06	13.68	12.15	13.24	34.61	20.48	35.23	30.49	22.88
"MSTRG.11321.1"	"MSTRG.11321"	1.4	1.42	1.35	1.55	3.39	2.17	3.6	3.1	1.92
"MSTRG.11322.1"	"MSTRG.11322"	0.2	0.15	0.13	0.2	0.34	0.34	0.37	0.53	0.2
"MSTRG.11322.2"	"MSTRG.11322"	2.36	1.83	1.9	1.99	4.52	2.71	5.16	4.05	2.71
"MSTRG.11322.3"	"MSTRG.11322"	1.74	1.68	1.5	1.4	3.2	2.04	3.42	3.22	2.09
"MSTRG.11323.1"	"MSTRG.11323"	2.22	1.71	1.86	1.65	3.82	2.96	4.9	5.64	2.72
"MSTRG.11323.2"	"MSTRG.11323"	1.17	1.13	0.89	0.77	1.98	1.16	2.2	2.41	1.47
"MSTRG.11324.1"	"MSTRG.11324"	1.24	1.17	1.13	1.07	2.38	1.73	3.17	2.68	1.68
"MSTRG.11324.2"	"MSTRG.11324"	0.23	0.18	0.22	0.14	0.32	0.25	0.39	0.38	0.24
"MSTRG.11325.1"	"MSTRG.11325"	1.15	1.04	1.03	1.12	2.61	1.57	2.77	1.98	1.57
"MSTRG.11326.1"	"MSTRG.11326"	1.09	1	0.82	0.86	2.46	1.37	1.94	2.09	1.44
"MSTRG.11327.1"	"MSTRG.11327"	31.3	31.03	24.98	27.24	61.27	37.25	73.74	59.24	38.56
"MSTRG.11327.2"	"MSTRG.11327"	0.91	1.25	0.8	0.91	1.93	1.74	1.96	3.32	1.69
"MSTRG.11328.1"	"MSTRG.11328"	1.63	1.38	1.3	1.49	3.56	2.17	4.06	3.08	2.15
"MSTRG.11329.1"	"MSTRG.11329"	1.4	1.25	1.11	1.22	2.55	1.64	2.68	2.41	1.66
"MSTRG.1133.1"	"MSTRG.1133"	1.91	1.61	1.13	1.09	3.38	1.36	2.77	0.21	1.16
"MSTRG.11330.1"	"MSTRG.11330"	3.11	1.27	3.41	2.14	4.96	2.92	9.8	2.02	1.89
"MSTRG.11331.1"	"MSTRG.11331"	2.76	1.03	2.82	1.71	4.34	2.47	7.68	1.86	1.67
"MSTRG.11332.1"	"MSTRG.11332"	0.05	0.07	0.13	0.02	0.12	0.23	0.09	0.22	0.27
"MSTRG.11333.1"	"MSTRG.11333"	1.33	1.06	1.28	1.17	2.35	1.69	2.1	2.07	1.23
"MSTRG.11334.1"	"MSTRG.11334"	1.62	1.64	1.63	1.34	2.71	2.19	4.11	3.3	2.39
"MSTRG.11334.2"	"MSTRG.11334"	0.74	0.99	0.65	0.65	1.83	1.33	1.56	2.38	1.51
"MSTRG.11335.1"	"MSTRG.11335"	2.05	2.2	1.86	1.68	4.12	2.27	3.6	3.55	3.19
"MSTRG.11335.2"	"MSTRG.11335"	8.39	9.86	6.29	6.91	16.71	11.13	15.38	15.36	11.83
"MSTRG.11336.1"	"MSTRG.11336"	10.17	11.05	8.8	9.57	18.78	11.77	18.57	14.15	11.08
"MSTRG.11337.1"	"MSTRG.11337"	0.19	0.18	0.08	0.24	0.56	0.35	0.49	0.34	0.41
"MSTRG.11337.2"	"MSTRG.11337"	4.26	4.85	3.31	3.88	8.95	5.16	8.4	9.29	5.26
"MSTRG.11338.1"	"MSTRG.11338"	6.03	5.35	5.42	5.43	13.06	7.69	15.53	9.69	7.53
"MSTRG.11339.1"	"MSTRG.11339"	3.71	3.21	3.5	3.25	8.21	5.23	10.07	4.95	4.9
"MSTRG.1134.1"	"MSTRG.1134"	76.42	85.16	71.97	70.03	140.36	84.01	126.48	105.81	74.52
"MSTRG.11340.1"	"MSTRG.11340"	0.23	0.28	0.22	0.16	0.52	0.21	0.35	0.65	0.35
"MSTRG.11340.2"	"MSTRG.11340"	0	0	0.02	0	0	0	0	0	0
"MSTRG.11340.3"	"MSTRG.11340"	14.21	13.58	13.4	11.76	28.2	19.66	30.59	26.84	19.36
"MSTRG.11340.4"	"MSTRG.11340"	0.69	1.3	0.69	0.78	2	1	2.38	1.3	0.8
"MSTRG.11341.1"	"MSTRG.11341"	2.48	2.39	1.95	2.45	5.81	2.99	5.95	5.14	2.88
"MSTRG.11342.1"	"MSTRG.11342"	4.96	5.8	3.87	4.69	9.03	5.52	10.64	12.04	6.81
"MSTRG.11342.2"	"MSTRG.11342"	1.57	0.8	0.81	1.12	2.14	1.52	1.54	1.9	1.14
"MSTRG.11343.1"	"MSTRG.11343"	0	0.72	1.33	0.28	0	0	0	0	0
"MSTRG.11343.2"	"MSTRG.11343"	0.84	0.73	0.71	0.47	1.46	1.19	0.7	1.53	1.1
"MSTRG.11343.3"	"MSTRG.11343"	0.25	0.43	0.2	0.33	0.83	0.69	0.72	1.22	0.64
"MSTRG.11343.4"	"MSTRG.11343"	8.04	6.78	5.1	7.09	16.73	10.26	18.87	14.35	11.21
"MSTRG.11343.5"	"MSTRG.11343"	0	0.52	0.48	0	0.4	0.2	0	1.1	0
"MSTRG.11344.1"	"MSTRG.11344"	34.33	30.7	27.96	30.55	68.8	40.67	70.43	67.82	40.36
"MSTRG.11345.1"	"MSTRG.11345"	1.4	1.35	1.16	1.31	2.79	1.86	2.53	2.75	1.71
"MSTRG.11346.1"	"MSTRG.11346"	1.34	1.25	0.88	1.07	2.48	1.57	2.35	1.7	1.38
"MSTRG.11347.1"	"MSTRG.11347"	2.37	2.68	2.64	2.52	3.63	2.56	1.84	3.3	4.59
"MSTRG.11347.2"	"MSTRG.11347"	0.05	0.45	0.04	0.06	0.58	0.5	0.39	1.7	0.36
"MSTRG.11347.3"	"MSTRG.11347"	0.45	1.04	0.67	0.8	1.74	1.28	0.98	2.84	1.23
"MSTRG.11347.4"	"MSTRG.11347"	0.58	2.09	1.07	0.8	5.19	3.51	3.3	8.48	2.54
"MSTRG.11348.1"	"MSTRG.11348"	3.83	4.06	2.94	3.2	7.29	5	9.1	7.3	5.3
"MSTRG.11349.1"	"MSTRG.11349"	11.02	10.26	8.8	9.93	22.48	12.6	23.95	18.23	12.2
"MSTRG.1135.1"	"MSTRG.1135"	0.71	0.08	0.81	1.3	1.64	0.76	1.41	2.45	1.23
"MSTRG.1135.10"	"MSTRG.1135"	5.56	9.82	2.39	3.63	11.07	5.88	10.19	17.04	7.24
"MSTRG.1135.11"	"MSTRG.1135"	0.22	0	0.46	2	1.04	0.31	0.47	1.5	0.69
"MSTRG.1135.12"	"MSTRG.1135"	10	7.81	7.38	13.21	23.7	11.19	22.6	38.72	13.97
"MSTRG.1135.13"	"MSTRG.1135"	2.82	7.22	0.17	0.14	5.9	2.79	5.22	7.22	3.58
"MSTRG.1135.14"	"MSTRG.1135"	2.94	8.46	1.22	2.54	7.05	3.93	7.54	7.78	4.49
"MSTRG.1135.2"	"MSTRG.1135"	0.47	0	0	0.24	0	0.14	1.46	2.6	0.7
"MSTRG.1135.3"	"MSTRG.1135"	1	5.64	0	0	3.93	1.74	2.32	4.03	1.3
"MSTRG.1135.4"	"MSTRG.1135"	0.93	0.67	0.69	0.99	1.77	1.03	2.12	2.57	1.53
"MSTRG.1135.5"	"MSTRG.1135"	0.02	0	0.02	0	0.05	0	0	0	0
"MSTRG.1135.6"	"MSTRG.1135"	3.07	4.39	1.69	3.5	7.13	3.9	6.48	9.85	4.5
"MSTRG.1135.7"	"MSTRG.1135"	1.83	1.04	1.55	3.02	5.31	2.36	3.89	7.82	2.98
"MSTRG.1135.8"	"MSTRG.1135"	2.61	2.99	1.02	1.82	5.96	3.78	5.05	7.9	3.22
"MSTRG.1135.9"	"MSTRG.1135"	1.3	0.72	1.49	0.94	3.12	2.05	4.14	4.58	1.79
"MSTRG.11350.1"	"MSTRG.11350"	6.29	3.97	6.06	7.05	12.03	18.14	7.83	22.18	6.03
"MSTRG.11351.1"	"MSTRG.11351"	27.73	28.94	17.66	26.27	65.14	27.18	46.11	68.8	36.23
"MSTRG.11352.1"	"MSTRG.11352"	10.33	10.39	9.21	10.18	20.61	12.01	22.12	20.18	12.12
"MSTRG.11353.1"	"MSTRG.11353"	1.33	1.62	1.15	1.32	2.51	2.12	2.96	2.87	1.77
"MSTRG.11354.1"	"MSTRG.11354"	0	0	0.16	0	0	0	0	1.74	0
"MSTRG.11354.2"	"MSTRG.11354"	0.64	0.69	2.06	1.33	0	3.53	4.02	0	2.05
"MSTRG.11354.3"	"MSTRG.11354"	6.12	5.4	1.57	3.32	13.51	2.42	10.24	14.92	3.22
"MSTRG.11355.1"	"MSTRG.11355"	1.14	1.36	1.27	0.98	2.76	1.64	2.67	2.49	1.66
"MSTRG.11356.1"	"MSTRG.11356"	2.26	2.54	1.89	2.33	4.57	3.02	4.9	4.86	2.7
"MSTRG.11357.1"	"MSTRG.11357"	96.86	88.92	72.64	83.57	162.13	116.6	171.46	160.91	111.32
"MSTRG.11358.1"	"MSTRG.11358"	69.08	63.65	61.02	65.29	133.09	93.94	143.06	210.49	74.5
"MSTRG.11359.1"	"MSTRG.11359"	23.88	20.61	19.16	19.91	38.24	25.3	55.98	36.48	24.79
"MSTRG.1136.1"	"MSTRG.1136"	3.6	4.19	2.69	3.39	6.48	4.52	7.26	6.94	4.3
"MSTRG.1136.2"	"MSTRG.1136"	0.51	0.31	1.08	0.66	1.68	0.18	0.89	0.14	0.36
"MSTRG.11360.1"	"MSTRG.11360"	1.04	0.91	0.81	0.87	2.23	1.4	2.24	1.55	1.3
"MSTRG.11361.1"	"MSTRG.11361"	5.32	4.47	3.85	4.27	9.29	6.14	11.28	10.41	6.4
"MSTRG.11362.1"	"MSTRG.11362"	3.74	3.27	3.57	3.67	8.89	5.82	10.01	7.39	5.22
"MSTRG.11363.1"	"MSTRG.11363"	0.82	0.02	1.4	0.77	1.42	0.39	4.8	0.15	0.03
"MSTRG.11364.1"	"MSTRG.11364"	1.71	1.89	1.14	1.74	3.78	2.32	3.42	4.96	2.21
"MSTRG.11365.1"	"MSTRG.11365"	2.14	1.66	1.55	1.53	3.38	2.29	4.1	4.32	2.14
"MSTRG.11366.1"	"MSTRG.11366"	4.1	4.01	3.42	3.68	8.29	5.16	8.72	9.02	4.32
"MSTRG.11367.1"	"MSTRG.11367"	3.46	2.62	2.64	2.15	5.39	3.37	5.65	6.23	3.27
"MSTRG.11367.2"	"MSTRG.11367"	4.23	3.1	3.03	3.43	7	4.43	10.03	12.3	4.69
"MSTRG.11368.1"	"MSTRG.11368"	0	0	0.27	0	0.3	5.07	0	12.76	0
"MSTRG.11369.1"	"MSTRG.11369"	1.41	1.89	1.34	1.42	3.55	2.16	2.8	4.09	2.37
"MSTRG.1137.1"	"MSTRG.1137"	4.31	3.77	3.53	4.62	9	4.26	6.52	7.35	4.45
"MSTRG.1137.2"	"MSTRG.1137"	8.56	7.91	7.22	6.41	15.58	7.84	16.4	13.6	6.61
"MSTRG.1137.3"	"MSTRG.1137"	0.34	0.91	0.51	0.5	1.35	0.85	1.49	1.72	1.05
"MSTRG.11370.1"	"MSTRG.11370"	3.95	3.33	3.23	3.49	7.58	4.83	10.15	7.4	4.9
"MSTRG.11371.1"	"MSTRG.11371"	4.63	4.29	3.61	4.68	9.43	5.31	10.24	9.77	4.8
"MSTRG.11372.1"	"MSTRG.11372"	0	0	0	0	0	0	0	0	0
"MSTRG.11373.1"	"MSTRG.11373"	18.29	15.3	16.18	15.67	42.71	18.14	31.7	37.65	14.74
"MSTRG.11374.1"	"MSTRG.11374"	1.96	1.82	1.36	1.83	3.84	1.99	2.67	2.06	1.96
"MSTRG.11375.1"	"MSTRG.11375"	0.99	0.87	0.87	0.94	2.06	1.23	2.34	2.31	1.38
"MSTRG.11376.1"	"MSTRG.11376"	0.16	0.07	0.16	0.1	0.39	0.12	0.34	0.31	0.26
"MSTRG.11376.2"	"MSTRG.11376"	1.11	1.16	0.79	1.03	2.76	1.57	2.92	2.7	1.8
"MSTRG.11377.1"	"MSTRG.11377"	1.23	1.31	1.23	1.22	2.68	1.8	3.33	2.85	1.93
"MSTRG.11378.1"	"MSTRG.11378"	0.98	1.28	0.91	0.92	1.78	1.44	1.66	2.95	0.94
"MSTRG.11379.1"	"MSTRG.11379"	0	0.03	0	0	0.1	0.04	0.06	0.23	0.05
"MSTRG.1138.1"	"MSTRG.1138"	1.35	1.56	1.31	1.4	3.01	1.87	2.65	2.29	1.93
"MSTRG.11380.1"	"MSTRG.11380"	0	0.09	0.15	0.39	0.59	0.4	0.26	0.12	0.31
"MSTRG.11380.2"	"MSTRG.11380"	5.82	5.13	4.22	5.01	9.99	7.03	13.32	11.13	6.25
"MSTRG.11381.1"	"MSTRG.11381"	2.57	2.75	2.24	2.14	5	3.15	5.75	5.29	3.54
"MSTRG.11382.1"	"MSTRG.11382"	1.49	1.24	1.28	1.29	2.94	1.72	3.35	2.36	1.72
"MSTRG.11383.1"	"MSTRG.11383"	3.31	3.02	2.34	2.73	6.16	3.97	6.3	6.19	3.99
"MSTRG.11384.1"	"MSTRG.11384"	0.72	0.8	0.65	0.54	1.4	0.58	0.99	0.55	0.52
"MSTRG.11384.2"	"MSTRG.11384"	17.03	15.92	17.18	16.28	36.11	21.37	37.39	29.72	22.4
"MSTRG.11384.3"	"MSTRG.11384"	0.22	0.15	0.27	0.08	0.19	0.28	0.32	0.54	0.2
"MSTRG.11385.1"	"MSTRG.11385"	1.36	1.53	1.16	1.66	3.66	2.56	3.65	3.27	1.91
"MSTRG.11386.1"	"MSTRG.11386"	17.46	14.91	13.76	17.66	38.04	20	35.54	30.69	17.63
"MSTRG.11386.2"	"MSTRG.11386"	0.07	0.21	0	0.26	0.77	0.24	0.53	0.13	0.19
"MSTRG.11387.1"	"MSTRG.11387"	4.29	3.1	3.47	3.57	7.48	4.09	9.57	9.41	4.12
"MSTRG.11388.1"	"MSTRG.11388"	3.32	2.85	2.44	3.03	6.71	4.09	7.44	6.9	4.16
"MSTRG.11388.2"	"MSTRG.11388"	0.52	0.79	0.38	0.53	1.15	1.01	1.08	2.15	1.25
"MSTRG.11389.1"	"MSTRG.11389"	1.34	1.19	1.07	1.07	2.37	1.65	3.13	3.17	1.69
"MSTRG.1139.1"	"MSTRG.1139"	1.72	1.73	1.55	1.37	3.14	1.99	2.92	1.85	1.79
"MSTRG.11390.1"	"MSTRG.11390"	1.06	1.23	0.71	1.44	3.51	2.34	3.63	3.55	2.01
"MSTRG.11391.1"	"MSTRG.11391"	4.15	4.54	2.88	4.03	7.26	4.36	6.4	7.08	4.24
"MSTRG.11392.1"	"MSTRG.11392"	1.3	1.24	0.82	1.07	2.33	1.72	2.23	1.58	1.46
"MSTRG.11393.1"	"MSTRG.11393"	9.85	9.36	14.12	8.83	16.5	11.09	15.08	5.7	9.35
"MSTRG.11394.1"	"MSTRG.11394"	34.08	39.08	30.65	34.46	77.24	45.96	71.99	58.74	44.67
"MSTRG.11395.1"	"MSTRG.11395"	11.87	2.94	8.3	4.16	5.99	9.22	8.93	8.6	6.37
"MSTRG.11395.2"	"MSTRG.11395"	0	8.31	0	6.84	17.14	4.8	11.68	13.29	3.62
"MSTRG.11396.1"	"MSTRG.11396"	12.26	12.75	11.66	12.61	31.35	17.52	31.57	27.08	17.62
"MSTRG.11396.2"	"MSTRG.11396"	25.96	25.64	23.94	25.29	72.26	42.44	85.57	62.4	44.89
"MSTRG.11397.1"	"MSTRG.11397"	1.92	2.14	1.55	1.85	3.72	2.2	3.87	3.03	2.17
"MSTRG.11398.1"	"MSTRG.11398"	4.2	1.28	3.62	2.87	5.49	3.01	11.88	2.26	1.58
"MSTRG.11399.1"	"MSTRG.11399"	4.34	1.62	5.13	3.5	6.57	3.37	9.57	1.48	2.19
"MSTRG.114.1"	"MSTRG.114"	1.51	1.72	1.45	1.48	3.47	2.19	3.45	3.52	2.66
"MSTRG.1140.1"	"MSTRG.1140"	0.86	1.2	0.84	0.95	1.83	0.79	1.6	1.26	1.04
"MSTRG.11400.1"	"MSTRG.11400"	4.04	2.36	3.39	3.26	5.3	3.44	9.98	6.43	2.82
"MSTRG.11401.1"	"MSTRG.11401"	0.97	1.15	0.85	0.99	2.23	1.37	1.88	2.32	1.33
"MSTRG.11402.1"	"MSTRG.11402"	6.36	7.49	9.93	6.72	12.76	7.81	11.1	5.47	8.12
"MSTRG.11403.1"	"MSTRG.11403"	3.15	3.15	5.35	3.55	6.38	3.55	5.34	2.27	4.22
"MSTRG.11404.1"	"MSTRG.11404"	1.34	1.21	1.24	1.24	2.7	1.89	3.3	2.79	1.86
"MSTRG.11405.1"	"MSTRG.11405"	2.29	1.9	1.84	1.73	3.87	2.41	5.16	4.56	2.5
"MSTRG.11405.2"	"MSTRG.11405"	0.64	0.58	0.51	0.49	1.15	0.94	1.04	1.47	0.74
"MSTRG.11406.1"	"MSTRG.11406"	2.35	2.22	1.87	2.08	4.24	2.65	5	4.58	3.03
"MSTRG.11407.1"	"MSTRG.11407"	2	1.63	1.52	1.53	3.78	2.5	4.9	2.62	2.25
"MSTRG.11408.1"	"MSTRG.11408"	1.29	1.26	1.27	1.1	2.78	1.99	3.1	3.66	1.82
"MSTRG.11409.1"	"MSTRG.11409"	1.05	1.24	0.99	0.98	2.68	1.21	2.05	3.19	1.51
"MSTRG.11409.2"	"MSTRG.11409"	0.37	0.3	0.17	0.35	0.44	0.59	1	0.31	0.64
"MSTRG.1141.1"	"MSTRG.1141"	2.1	2.8	1.76	2.06	4.51	2.51	3.79	4.09	2.49
"MSTRG.11410.1"	"MSTRG.11410"	0.82	0.73	1.44	1.27	2.35	2.31	3.41	1.48	3.08
"MSTRG.11410.2"	"MSTRG.11410"	17.11	14.44	10.22	14.04	31.84	17.45	31.94	31.59	14.83
"MSTRG.11411.1"	"MSTRG.11411"	0.8	1.3	0.5	1.19	0.55	0	0	0	0
"MSTRG.11412.1"	"MSTRG.11412"	3.58	3.64	3.84	3.43	5.74	3.67	5.95	6.22	4.16
