"transcript_id"	"gene_id"	"KO3"	"KO2"	"KO1"	"Het3"	"Het2"	"Het1"	"WT3"	"WT2"	"WT1"
"MSTRG.1.1"	"MSTRG.1"	0	0	0	0	0	0	0	0	0
"MSTRG.10.1"	"MSTRG.10"	667	525	326	505	673	522	614	519	469
"MSTRG.100.1"	"MSTRG.100"	320.37	287.44	167.88	288.44	388.89	294.45	304.48	273.76	253.82
"MSTRG.100.2"	"MSTRG.100"	26.13	32.06	29.62	45.06	28.11	32.05	29.02	23.74	17.68
"MSTRG.1000.1"	"MSTRG.1000"	1131	1342	853	1079	1391	1067	1067	600	975
"MSTRG.10000.1"	"MSTRG.10000"	263.48	99.37	81.55	181.35	163.12	216.47	303.52	129.28	198.4
"MSTRG.10000.2"	"MSTRG.10000"	1043.54	1021.64	523.94	856.23	1252.77	1034.35	944.73	743.71	761.36
"MSTRG.10001.1"	"MSTRG.10001"	249	192	93	173	247	187	223	188	138
"MSTRG.10002.1"	"MSTRG.10002"	753	833	427	738	919	705	801	563	631
"MSTRG.10003.1"	"MSTRG.10003"	874	1079	726	885	1076	1037	872	557	841
"MSTRG.10004.1"	"MSTRG.10004"	43	30.35	29.5	58.89	112.19	24.41	33.92	85.59	29.7
"MSTRG.10005.1"	"MSTRG.10005"	1457.38	1702.21	549.53	1665.03	1648.77	1432.17	1657.22	1453.41	832.8
"MSTRG.10005.2"	"MSTRG.10005"	835.44	1396.61	742.01	609.84	957.05	1433.46	488.97	955.73	1149.77
"MSTRG.10005.3"	"MSTRG.10005"	2204.83	2242.7	1402.47	2419.31	3470.26	2327.35	2807.52	1568.87	2820.08
"MSTRG.10006.1"	"MSTRG.10006"	252.5	844.27	470.03	498.55	381.48	958.83	1016.35	487.24	690.67
"MSTRG.10006.2"	"MSTRG.10006"	1337.67	625.47	364.72	775.49	1640.47	532.95	227.51	770.8	1348.55
"MSTRG.10006.3"	"MSTRG.10006"	2051.13	3368.28	1969.35	2497.71	3859.69	3187.5	2617.74	1922.57	2686.82
"MSTRG.10006.4"	"MSTRG.10006"	318.27	170.97	0	111.89	89.82	77.65	242.74	127.02	524.65
"MSTRG.10006.5"	"MSTRG.10006"	316.43	1023.18	223.45	276.3	518.09	252.57	335.54	613.95	391.35
"MSTRG.10006.6"	"MSTRG.10006"	335.71	0	0	247.07	149.79	458.43	0	0	99.74
"MSTRG.10006.7"	"MSTRG.10006"	94.14	132.44	30.58	152.95	167.25	105.72	68.18	110.35	122.9
"MSTRG.10006.8"	"MSTRG.10006"	212.52	434.63	92.63	206.25	313.54	265.21	156.45	121.36	157.76
"MSTRG.10006.9"	"MSTRG.10006"	90.53	157.54	38.63	48.16	117.77	113.91	78.82	139.62	77.06
"MSTRG.10007.1"	"MSTRG.10007"	684.03	800.91	412.37	699.1	1021.48	833.87	761.87	555.29	755.25
"MSTRG.10007.2"	"MSTRG.10007"	122.97	155.09	54.63	105.9	182.52	135.13	130.13	123.71	176.75
"MSTRG.10008.1"	"MSTRG.10008"	408	183	250	332	380	341	576	137	172
"MSTRG.10009.1"	"MSTRG.10009"	336	317	149	299	343	236	286	144	201
"MSTRG.1001.1"	"MSTRG.1001"	586	631	382	511	788	676	675	394	573
"MSTRG.10010.1"	"MSTRG.10010"	959	1024	509	892	1133	853	834	614	725
"MSTRG.10011.1"	"MSTRG.10011"	718.56	708.83	414.55	676.42	915.91	643.46	606.99	434.83	570.62
"MSTRG.10011.2"	"MSTRG.10011"	21.37	34.43	6.48	25.38	45.78	21.67	29.73	27.04	31.82
"MSTRG.10011.3"	"MSTRG.10011"	25.76	40.73	10	18.66	26.08	36.75	26.6	31.44	51.87
"MSTRG.10011.4"	"MSTRG.10011"	129.3	149.01	54.97	136.54	148.23	149.12	143.69	109.7	104.7
"MSTRG.10012.1"	"MSTRG.10012"	33.71	27.5	21.92	23.86	24.04	41.22	42.71	0	26.09
"MSTRG.10012.2"	"MSTRG.10012"	3.32	0	0	7.17	11.56	0	1.71	19.79	0
"MSTRG.10013.1"	"MSTRG.10013"	26.93	25.77	13.45	25.61	25.91	59.87	28.83	56.93	37.53
"MSTRG.10013.2"	"MSTRG.10013"	73.56	36.34	27.78	64.95	77.23	71.3	77.08	32.71	65.27
"MSTRG.10014.1"	"MSTRG.10014"	501.33	446.99	271.32	501.25	623.52	628.71	641.87	579.91	463
"MSTRG.10015.1"	"MSTRG.10015"	858	909	433	746	944	819	855	624	758
"MSTRG.10016.1"	"MSTRG.10016"	252	298	114	229	271	236	217	160	204
"MSTRG.10017.1"	"MSTRG.10017"	208	163.24	90.3	210.6	217.72	151.28	152.06	135.85	149.76
"MSTRG.10018.1"	"MSTRG.10018"	1111	1153	627	1013	1528	1179	1152	1088	1308
"MSTRG.10019.1"	"MSTRG.10019"	701.98	582.63	241.46	534.76	793.18	490.54	662.84	672.19	497.5
"MSTRG.1002.1"	"MSTRG.1002"	330	305	214	311	416	349	395	239	268
"MSTRG.10020.1"	"MSTRG.10020"	877.71	787.47	381.63	654.74	874.11	623.68	789.12	458.26	580.33
"MSTRG.10020.2"	"MSTRG.10020"	560.85	380.53	227.42	585.32	768.35	588.81	571.54	480.84	385.03
"MSTRG.10021.1"	"MSTRG.10021"	588.4	559.52	286.54	492.74	681.11	533.58	497.38	425.37	418.58
"MSTRG.10021.2"	"MSTRG.10021"	41.93	60.49	34.68	52.46	51.99	62.46	63.63	48.21	51.5
"MSTRG.10022.1"	"MSTRG.10022"	1545.93	1336.08	821.09	1420	2360.9	1777.1	1992	1330.97	1362
"MSTRG.10023.1"	"MSTRG.10023"	697	682	365	609	753	651	664	457	525
"MSTRG.10024.1"	"MSTRG.10024"	282.17	282.65	139.1	271.77	314.4	295.97	255.02	251.01	254.99
"MSTRG.10025.1"	"MSTRG.10025"	490	554	254	473	501	399	366	325	372
"MSTRG.10026.1"	"MSTRG.10026"	864	665	349	780	971	749	740	476	612
"MSTRG.10027.1"	"MSTRG.10027"	492	635	290	385	612	534	430	169	405
"MSTRG.10028.1"	"MSTRG.10028"	571	634	244	549	518	668	213	671	278
"MSTRG.10029.1"	"MSTRG.10029"	1176	1217	635	1061	1673	1234	1178	996	1005
"MSTRG.1003.1"	"MSTRG.1003"	735	895	423	686	823	787	846	552	721
"MSTRG.10030.1"	"MSTRG.10030"	20.54	18.25	22.36	20.9	29.98	27.34	17.14	11.75	17.52
"MSTRG.10030.2"	"MSTRG.10030"	416.46	374.75	180.64	349.1	462.02	350.66	403.86	387.25	317.48
"MSTRG.10031.1"	"MSTRG.10031"	62	73	30	55.05	58.15	44.1	30.24	65.48	31
"MSTRG.10032.1"	"MSTRG.10032"	1604	1749	1028	1501	2324	2190	2041	1656	2016
"MSTRG.10033.1"	"MSTRG.10033"	2772.64	3358.65	1497.22	2596.9	3898.23	2924.22	2824.02	2509.78	3034.82
"MSTRG.10033.2"	"MSTRG.10033"	572.36	666.35	345.78	577.1	751.77	723.78	589.98	540.22	557.18
"MSTRG.10034.1"	"MSTRG.10034"	62.93	50.95	38.24	58.77	87.15	59.45	64.14	63.05	57.1
"MSTRG.10034.2"	"MSTRG.10034"	62.93	50.95	38.24	58.77	87.15	59.45	64.14	63.05	57.1
"MSTRG.10034.3"	"MSTRG.10034"	816.13	629.65	344.91	615.16	882.48	639.23	713.5	741.24	529.81
"MSTRG.10035.1"	"MSTRG.10035"	351	275	186	263	358	256	316	426	179
"MSTRG.10036.1"	"MSTRG.10036"	551.84	685.43	337.28	546.13	658.46	609.34	589.62	502.22	454.12
"MSTRG.10037.1"	"MSTRG.10037"	366	341	216	314	401	392	378	217	326
"MSTRG.10038.1"	"MSTRG.10038"	260	178	106	219	258	205	242	132	132
"MSTRG.10039.1"	"MSTRG.10039"	1810.63	1895.43	1009.93	1767.34	2200.65	1909.3	2199.4	1252.94	1897.33
"MSTRG.10039.2"	"MSTRG.10039"	412.37	416.57	261.07	390.66	535.35	437.7	494.6	355.06	313.67
"MSTRG.1004.1"	"MSTRG.1004"	817.6	1127.58	618.13	1052.08	1108.39	1467.2	892.83	1599.55	849.56
"MSTRG.10040.1"	"MSTRG.10040"	453.2	502.49	281.28	403.4	498.77	485.18	418.2	274.6	398.69
"MSTRG.10040.2"	"MSTRG.10040"	94.86	120.32	76.76	88.19	120.49	63.3	90.85	94.41	53.35
"MSTRG.10041.1"	"MSTRG.10041"	1454	1479	789	1540	1798	1276	1470	1039	1272
"MSTRG.10042.1"	"MSTRG.10042"	681	715	408	741	993	793	870	505	574
"MSTRG.10043.1"	"MSTRG.10043"	904	1303	307	1042	595	123	171	179	408
"MSTRG.10044.1"	"MSTRG.10044"	359	482	238	308	444	286	286	168	370
"MSTRG.10045.1"	"MSTRG.10045"	99	115	53	124	138	111	128	86	75
"MSTRG.10046.1"	"MSTRG.10046"	182.53	200.75	120.79	176.57	186.29	132.61	195.86	74.98	117.36
"MSTRG.10046.2"	"MSTRG.10046"	342.47	243.25	127.21	278.43	305.71	246.39	261.14	236.02	182.64
"MSTRG.10047.1"	"MSTRG.10047"	633.33	915.47	440.72	750.96	946.51	906.16	674.71	911.62	963.27
"MSTRG.10047.2"	"MSTRG.10047"	59.79	40.07	27.19	51.12	57.6	60.84	89.78	52.94	50.01
"MSTRG.10047.3"	"MSTRG.10047"	1229.22	996.49	740.93	1189.07	1464.83	1128.84	1680.4	832.59	919.54
"MSTRG.10048.1"	"MSTRG.10048"	480	512	268	446	569	474.28	441.36	384	381
"MSTRG.10049.1"	"MSTRG.10049"	503	579	333	508	449	452	516	286	361
"MSTRG.1005.1"	"MSTRG.1005"	788	796	477	606	746	647	676	379	567
"MSTRG.10050.1"	"MSTRG.10050"	62	69	26	68	69	72	53	84	53
"MSTRG.10051.1"	"MSTRG.10051"	1665	1791	988	1558	2188	1661	1873	1369	1497
"MSTRG.10052.1"	"MSTRG.10052"	298	397	215	251	349	336	299	205	337
"MSTRG.10053.1"	"MSTRG.10053"	230	241	129	207	302	217	214	135	147
"MSTRG.10054.1"	"MSTRG.10054"	1068.74	1059.68	586.25	941.76	1183.97	1031.19	1162.4	610.99	866.42
"MSTRG.10054.2"	"MSTRG.10054"	364.26	506.3	348.71	423.24	526.01	496.81	374.6	411.01	320.58
"MSTRG.10055.1"	"MSTRG.10055"	1777	1577	990	1606	1957	1655	2078	1250	1484
"MSTRG.10056.1"	"MSTRG.10056"	536	648	310	555	688	521	578	400	500
"MSTRG.10057.1"	"MSTRG.10057"	574.73	592.56	264.9	512.22	625.92	496.98	588.31	466.57	402.18
"MSTRG.10057.2"	"MSTRG.10057"	59.27	54.44	8.1	59.78	39.08	84.02	52.69	33.43	43.82
"MSTRG.10058.1"	"MSTRG.10058"	1593	1516	903	1573	1986	1472	1831	1048	1220
"MSTRG.10059.1"	"MSTRG.10059"	1253	1415	612	1125	1318	1063	1172	966	910
"MSTRG.1006.1"	"MSTRG.1006"	645	583	322	598	707	544	694	387	453
"MSTRG.10060.1"	"MSTRG.10060"	1051.75	868.54	453.96	929.35	1120	949.13	1032.05	715.26	839.69
"MSTRG.10061.1"	"MSTRG.10061"	593	531	267	560	671	555	646	404	447
"MSTRG.10062.1"	"MSTRG.10062"	394.32	406.15	207.25	400.88	465.61	344.26	358.47	336.51	357.41
"MSTRG.10063.1"	"MSTRG.10063"	248	213	118	218	271	204	263	404	178
"MSTRG.10064.1"	"MSTRG.10064"	681	596	333	564	845	691	835	507	504
"MSTRG.10065.1"	"MSTRG.10065"	392	553	215	383	489	431	357	368	407
"MSTRG.10066.1"	"MSTRG.10066"	4214.93	5446.94	2810.67	3754.66	5686.4	4824.97	4329.58	3158.75	4693.95
"MSTRG.10066.2"	"MSTRG.10066"	555.44	926.67	387.62	587.66	860.75	932.51	473.59	1058.35	941.26
"MSTRG.10066.3"	"MSTRG.10066"	0	0	0	0	0	0	0	0	0
"MSTRG.10066.4"	"MSTRG.10066"	164.47	0	0	0	0	0	308.81	0	0
"MSTRG.10066.5"	"MSTRG.10066"	0	0	0	0	0	0	0	0	0
"MSTRG.10066.6"	"MSTRG.10066"	330.16	159.02	130.62	273.21	236.68	202.26	317.84	158.38	100.32
"MSTRG.10066.7"	"MSTRG.10066"	255.44	379.61	204.67	256.99	413.05	486.52	214.22	525.19	506.23
"MSTRG.10066.8"	"MSTRG.10066"	323.95	179.24	294.22	259.22	396.78	244.52	498.49	44.82	196.65
"MSTRG.10067.1"	"MSTRG.10067"	1697.97	3490.95	1124.38	1638.34	3416.84	3199.42	1334.58	3346.97	3246.32
"MSTRG.10068.1"	"MSTRG.10068"	1040	916	656	975	1222	1146	924	608	928
"MSTRG.10069.1"	"MSTRG.10069"	1504.55	1169.95	763.89	1280.46	1667.7	1433.39	1785.35	866.83	1125.25
"MSTRG.1007.1"	"MSTRG.1007"	18.7	25.57	4.22	20.62	12.1	10.08	9.41	34.58	11.72
"MSTRG.10070.1"	"MSTRG.10070"	74.86	281.4	76.17	45.78	381.16	387.64	687.07	478.77	596.77
"MSTRG.10070.2"	"MSTRG.10070"	1938.14	1864.6	1116.83	1830.22	1954.84	1932.36	1546.93	1037.23	1470.23
"MSTRG.10071.1"	"MSTRG.10071"	4146	3644	2303	3873	5216	4400.16	4794	2856	3691
"MSTRG.10072.1"	"MSTRG.10072"	166.4	305.4	164.64	209.02	281.98	297.03	171.03	119.5	225.94
"MSTRG.10072.2"	"MSTRG.10072"	1197.6	1155.6	661.36	1134.98	1498.02	1437.97	1329.97	1199.5	1358.06
"MSTRG.10073.1"	"MSTRG.10073"	434	461	157	346	379	304	338	303	232
"MSTRG.10074.1"	"MSTRG.10074"	364	173	177	323	293	275	377	136	145
"MSTRG.10075.1"	"MSTRG.10075"	301	300	153	261	303	232	303	212	223
"MSTRG.10076.1"	"MSTRG.10076"	252	225	127	223	290	251	303	258	229
"MSTRG.10077.1"	"MSTRG.10077"	648.45	604.55	312.9	541.89	695.69	478.74	582.06	511.19	451.8
"MSTRG.10077.2"	"MSTRG.10077"	511.17	541.47	276.42	428.33	572.47	515.79	635.34	386.76	404.61
"MSTRG.10077.3"	"MSTRG.10077"	532.14	439.77	230.1	374.05	519.18	495.91	451.12	475.25	445.79
"MSTRG.10078.1"	"MSTRG.10078"	644.72	660.79	412.76	570.76	1201.39	921.29	789.18	357.2	504.73
"MSTRG.10078.2"	"MSTRG.10078"	0	0	0	0	0	0	0	0	0
"MSTRG.10078.3"	"MSTRG.10078"	1075.91	661.51	592.11	869	986.71	1029.62	1375.57	573.8	1019.57
"MSTRG.10078.4"	"MSTRG.10078"	62.38	22.7	87.13	80.24	80.9	55.1	120.25	0	25.71
"MSTRG.10079.1"	"MSTRG.10079"	26888	26589	13704	22960	33005	23791	26425	20818	22743
"MSTRG.1008.1"	"MSTRG.1008"	744.61	515.73	366.88	643.92	757.21	913.22	656.99	286.52	560.84
"MSTRG.1008.2"	"MSTRG.1008"	789.01	869.63	668.58	772.13	1120.58	759.4	1253.07	500.42	464.25
"MSTRG.1008.3"	"MSTRG.1008"	162.88	145.76	105.87	155.39	225.51	201.08	157.26	82.74	147
"MSTRG.1008.4"	"MSTRG.1008"	1162.42	1.8	0.02	247.23	0.01	764.12	0	23.45	0.13
"MSTRG.1008.5"	"MSTRG.1008"	6620.02	7757.58	5020.75	7202.45	10891.14	8200.43	9244.71	4943.26	7518.05
"MSTRG.10080.1"	"MSTRG.10080"	2609.82	2366.71	1321.63	2436.67	3157.53	2458.06	2999.19	1741.99	1991.05
"MSTRG.10080.2"	"MSTRG.10080"	24.18	31.29	12.37	37.33	31.47	23.94	39.81	34.01	42.95
"MSTRG.10081.1"	"MSTRG.10081"	732.19	1152.75	772.12	1042.34	1323.12	1185.02	1045.18	1575.15	1505.62
"MSTRG.10081.2"	"MSTRG.10081"	2174.72	2257.58	1058.92	1796.85	2736.6	1910.48	1956.34	1032.47	1563.81
"MSTRG.10081.3"	"MSTRG.10081"	202.08	220.67	110.96	295.82	228.28	298.51	297.49	296.39	249.56
"MSTRG.10082.1"	"MSTRG.10082"	992.35	887.99	443.23	818.69	1054.4	881.09	1030.4	758.25	778.83
"MSTRG.10082.2"	"MSTRG.10082"	371.63	413.63	257.77	399.09	330.6	326.18	359.6	174.84	222.19
"MSTRG.10083.1"	"MSTRG.10083"	246	219	180	250	254	237	297	151	175
"MSTRG.10084.1"	"MSTRG.10084"	854	657	434	628	892	734	920	557	656
"MSTRG.10085.1"	"MSTRG.10085"	3.02	12.07	4.02	3.02	5.04	9.04	2.01	5.08	11.05
"MSTRG.10086.1"	"MSTRG.10086"	953.52	666.64	581.07	690.88	947.41	933.66	865.01	469.73	713.33
"MSTRG.10086.2"	"MSTRG.10086"	954.48	567.45	442.07	746.13	987.59	756.34	1360.59	683.27	654.67
"MSTRG.10087.1"	"MSTRG.10087"	325	302	141	287	368	318	323	237	246
"MSTRG.10088.1"	"MSTRG.10088"	650.59	520.27	264.45	632.3	564.65	539.5	591.61	673.21	432.91
"MSTRG.10088.2"	"MSTRG.10088"	163.41	158.73	67.55	123.7	161.35	98.5	140.39	171.79	114.09
"MSTRG.10089.1"	"MSTRG.10089"	1310	1139	640	1176	1480	1132	1512	884	1019
"MSTRG.1009.1"	"MSTRG.1009"	143	126	68	120	124	114	107	62	94
"MSTRG.10090.1"	"MSTRG.10090"	917.69	1105.61	524.11	856.13	1225.38	1161.67	886.25	943.06	1199.27
"MSTRG.10091.1"	"MSTRG.10091"	2135	2204	1021	2092	2506	1865	1910	1376	1417
"MSTRG.10092.1"	"MSTRG.10092"	49	62	17	47	48	24	23	111	25
"MSTRG.10093.1"	"MSTRG.10093"	656	515	346	462	633	497	706	392	419
"MSTRG.10094.1"	"MSTRG.10094"	2368	2280	1337	2193	2717	2045	2513	1037	1841
"MSTRG.10095.1"	"MSTRG.10095"	533.41	513.51	298.48	461.69	568.96	398.49	506.42	265.64	383.02
"MSTRG.10095.2"	"MSTRG.10095"	244.63	236.49	163.52	198.31	194.04	183.07	143.58	60.36	144.98
"MSTRG.10096.1"	"MSTRG.10096"	980	928	444	884	1182	970	985	734	882
"MSTRG.10097.1"	"MSTRG.10097"	370.35	443.22	226.79	412.38	539.49	435.44	247.19	125.22	149.74
"MSTRG.10097.2"	"MSTRG.10097"	1541.65	1221.78	701.21	1324.62	1353.51	1109.56	1748.81	1082.78	1192.26
"MSTRG.10098.1"	"MSTRG.10098"	809	860	376	772	1028	772	913	623	654
"MSTRG.10099.1"	"MSTRG.10099"	73.04	131.57	14.62	73.11	58.29	14.61	87.63	102.42	189.88
"MSTRG.10099.2"	"MSTRG.10099"	2848.96	3037.43	1682.38	2626.89	3521.71	3156.39	2817.37	2272.58	2413.12
"MSTRG.101.1"	"MSTRG.101"	0	0	0	0	0	0	0	0	0
"MSTRG.1010.1"	"MSTRG.1010"	166.61	245.33	226.14	126.59	171.03	68.11	74.14	0	158.15
"MSTRG.1010.2"	"MSTRG.1010"	595.39	647.67	332.86	689.41	743.97	749.89	626.86	519	625.85
"MSTRG.10100.1"	"MSTRG.10100"	0	0	0	3.54	0	0	0	0	0
"MSTRG.10101.1"	"MSTRG.10101"	237	290	112	202	264	230	218	201	186
"MSTRG.10102.1"	"MSTRG.10102"	546.84	716.8	313.84	693.87	747.7	509.04	710.79	342.36	504.85
"MSTRG.10102.2"	"MSTRG.10102"	2516.02	2464.43	1196.41	2210.99	2909.56	2285.72	2647.67	1677.93	1833.3
"MSTRG.10103.1"	"MSTRG.10103"	975	1057	492	1585	1030	446	819	672	300
"MSTRG.10104.1"	"MSTRG.10104"	320	279	153	202	321	272	369	190	232
"MSTRG.10105.1"	"MSTRG.10105"	193.06	31.23	0	0	0	75.27	0	147	0
"MSTRG.10105.2"	"MSTRG.10105"	313.49	383.55	190.32	349.59	479.66	319.15	462.4	222.93	333.42
"MSTRG.10106.1"	"MSTRG.10106"	1323	1313	806	1164	1687	1890	1592	905	1454
"MSTRG.10107.1"	"MSTRG.10107"	0	11.15	0	0.76	0	0	6.58	0	0
"MSTRG.10108.1"	"MSTRG.10108"	4743	4986	2397	4543	5236	4359	2926	4806	2443
"MSTRG.10109.1"	"MSTRG.10109"	426	483	221	407	528	331	370	400	331
"MSTRG.1011.1"	"MSTRG.1011"	178	156	122	194	314	224	284	138	187
"MSTRG.10110.1"	"MSTRG.10110"	79.14	130.77	41.75	89.14	138.74	139.24	96.54	121.72	155.85
"MSTRG.10111.1"	"MSTRG.10111"	159	160	108	136	266	205	225	52	175
"MSTRG.10112.1"	"MSTRG.10112"	1158.6	1186.35	639.82	1137.84	927.12	1204.65	560.28	908.98	924.99
"MSTRG.10112.2"	"MSTRG.10112"	261.17	760	141.52	368.4	1032.01	378.91	558.77	569.31	714.96
"MSTRG.10112.3"	"MSTRG.10112"	558.07	736.31	379.21	456.79	613.76	703.19	374.58	568.26	596.82
"MSTRG.10113.1"	"MSTRG.10113"	1503.12	1499.01	835.02	1461.68	1930.53	1691.32	1774.09	1530.75	1541.36
"MSTRG.10114.1"	"MSTRG.10114"	3755.75	3720.13	1904.71	3574.02	4468.86	3829.05	4281.29	2504.14	3125.89
"MSTRG.10115.1"	"MSTRG.10115"	466.3	337.87	194.96	280.07	388.45	345.65	417.14	295.13	342.89
"MSTRG.10116.1"	"MSTRG.10116"	212	215	116	196	215	167	233	152	163
"MSTRG.10117.1"	"MSTRG.10117"	285	358.04	162.03	265.55	365.03	352	260	221	292
"MSTRG.10118.1"	"MSTRG.10118"	2054	2751	1285	1971	2432	1838	1849	1339	2095
"MSTRG.10119.1"	"MSTRG.10119"	206.04	243.46	96.4	209.77	310.3	207.47	192.49	313.57	162.21
"MSTRG.10119.2"	"MSTRG.10119"	3264.13	3025.24	1706.48	3099.78	4063.92	3243.97	3818.51	2683.64	2867.62
"MSTRG.10119.3"	"MSTRG.10119"	58.83	62.3	23.12	66.45	108.77	104.56	83	51.79	70.17
"MSTRG.1012.1"	"MSTRG.1012"	814	978	575	881	1238	1104	956	511	937
"MSTRG.10120.1"	"MSTRG.10120"	764.22	783.41	315.73	631.27	1063.24	680.39	757.88	863.9	917.55
"MSTRG.10120.2"	"MSTRG.10120"	161.78	164.59	137.27	149.73	238.76	268.61	85.12	75.1	128.45
"MSTRG.10121.1"	"MSTRG.10121"	281	277	160	278	427	355	330	218	311
"MSTRG.10122.1"	"MSTRG.10122"	1517.2	1313.18	851.26	1129.82	1346.13	1227.15	1240.35	662.76	1059.68
"MSTRG.10122.2"	"MSTRG.10122"	314.8	452.82	353.74	428.18	509.87	286.85	304.65	153.24	298.32
"MSTRG.10123.1"	"MSTRG.10123"	1428.45	1158.84	670.14	1161.26	1659.99	1244.81	1459.95	740	1186.61
"MSTRG.10123.2"	"MSTRG.10123"	36.55	103.16	83.86	91.74	108.01	124.19	78.05	0	35.39
"MSTRG.10124.1"	"MSTRG.10124"	84.78	33.11	42.58	42.49	78.62	64.45	106.08	7.33	54.34
"MSTRG.10124.2"	"MSTRG.10124"	62.5	61.34	35.36	66.99	43.66	75.03	73.16	28.37	58.58
"MSTRG.10124.3"	"MSTRG.10124"	398.72	349.55	231.07	382.52	428.72	336.52	340.76	119.31	293.08
"MSTRG.10125.1"	"MSTRG.10125"	79.75	66.75	33.75	58.04	69.28	90.6	42.43	90.41	87.78
"MSTRG.10125.2"	"MSTRG.10125"	235.76	370.14	171.28	297.18	365.64	332.5	349.22	169.15	262.27
"MSTRG.10125.3"	"MSTRG.10125"	1128.48	1168.11	773.97	1024.78	1464.07	1195.9	1163.35	685.44	1069.95
"MSTRG.10126.1"	"MSTRG.10126"	73	62	36	72	105	80	73	41	75
"MSTRG.10127.1"	"MSTRG.10127"	24.6	22.86	29.01	22.12	26.81	10.07	46.99	3.78	15.35
"MSTRG.10127.2"	"MSTRG.10127"	1646.02	1258.9	754.6	1480.11	1674.21	1362.76	1636.39	1223.95	1190.4
"MSTRG.10128.1"	"MSTRG.10128"	223	217	153	231	241	194	172	129	163
"MSTRG.10129.1"	"MSTRG.10129"	1805	1791	982	1492	2060	1558	1592	960	1376
"MSTRG.1013.1"	"MSTRG.1013"	550	597	412	581	841	1048	884	676	763
"MSTRG.10130.1"	"MSTRG.10130"	158.93	341.88	117.62	164.05	273.14	295.37	213.55	229.85	298.72
"MSTRG.10130.2"	"MSTRG.10130"	326.07	343.12	250.38	324.95	430.86	341.63	196.45	85.15	289.28
"MSTRG.10131.1"	"MSTRG.10131"	156	96	67	118	180	189	168	30	105
"MSTRG.10132.1"	"MSTRG.10132"	88	55	50	81	105	102	92	11	67
"MSTRG.10133.1"	"MSTRG.10133"	3001.74	4162.43	2122.46	2792.91	3493.78	5520.6	2838.82	3565.26	3297.53
"MSTRG.10133.2"	"MSTRG.10133"	10649.08	16040.71	8228.96	10594.85	17053.77	24504.23	13236.01	20223.84	19180.25
"MSTRG.10133.3"	"MSTRG.10133"	140.48	199.22	212	136.62	200.63	147.43	101.93	10.13	110.36
"MSTRG.10134.1"	"MSTRG.10134"	2504.09	2218.4	1247.05	2190.47	3255.15	2600.63	2562.63	1961.48	2512.13
"MSTRG.10134.2"	"MSTRG.10134"	802.91	795.6	471.95	779.53	1046.85	884.6	919.37	729.09	788.87
"MSTRG.10134.3"	"MSTRG.10134"	0	0	0	0	0	26.77	0	5.43	0
"MSTRG.10135.1"	"MSTRG.10135"	9085.19	5075.59	3868.15	6420.69	5721.13	9406.3	10250.9	2684.35	5389.33
"MSTRG.10136.1"	"MSTRG.10136"	1959.33	1794.86	1720.01	1650.65	1785.57	1578.16	1587.88	380.92	1479.33
"MSTRG.10137.1"	"MSTRG.10137"	11315.23	9910.69	5858.68	9056.93	16798.39	10157.23	12997.28	9612.46	7969.98
"MSTRG.10138.1"	"MSTRG.10138"	971.29	1114.59	522.03	1000.47	1289.85	971.49	997.98	1830.59	764.95
"MSTRG.10139.1"	"MSTRG.10139"	23030.67	25441.14	15040.99	22298.35	28421.43	26018.84	28783.12	13792.08	21485.67
"MSTRG.1014.1"	"MSTRG.1014"	41	38	22	27	43	56	54	53	63
"MSTRG.10140.1"	"MSTRG.10140"	392	412	193	383	478	394	446	266	337
"MSTRG.10141.1"	"MSTRG.10141"	179.46	227.07	61.63	188.65	260.02	232.33	207.8	202.07	242.08
"MSTRG.10141.2"	"MSTRG.10141"	166.54	136.93	120.37	134.35	175.98	112.67	144.2	123.93	100.92
"MSTRG.10142.1"	"MSTRG.10142"	1782.81	2350.85	1279.65	1877.35	2275.43	1980.39	2007.45	1430.79	1815.98
"MSTRG.10143.1"	"MSTRG.10143"	487	520	297	473	641	470	539	379	456
"MSTRG.10144.1"	"MSTRG.10144"	1219	1567	843	1350	1805	1323	1070	998	1471
"MSTRG.10145.1"	"MSTRG.10145"	3166	3523	2235	2931	3737	3376	3478	1758	2927
"MSTRG.10146.1"	"MSTRG.10146"	5085.73	3635.22	2351.28	3828.56	5208.86	4111.35	5447.52	3487.99	3675.21
"MSTRG.10147.1"	"MSTRG.10147"	8316	7860	7163	7502	10034	7329	8739	2749	5908
"MSTRG.10148.1"	"MSTRG.10148"	302	412	195	272	336	268	288	182	250
"MSTRG.10149.1"	"MSTRG.10149"	614.18	454.2	154.08	438.37	554.7	425.34	671.45	397.43	355.16
"MSTRG.1015.1"	"MSTRG.1015"	34	48	15	57	53	33	35	33	23
"MSTRG.10150.1"	"MSTRG.10150"	277.31	323.82	175.27	267.24	311.58	296.87	261.79	170.47	220.8
"MSTRG.10151.1"	"MSTRG.10151"	0	0	80.2	0	0	0	0	0	0
"MSTRG.10151.2"	"MSTRG.10151"	745.74	979.91	423.77	715.17	1149.56	840.84	459.72	699.74	689.22
"MSTRG.10151.3"	"MSTRG.10151"	400.3	645.13	206.86	426.71	582.79	411.13	406.25	511.18	350.24
"MSTRG.10151.4"	"MSTRG.10151"	0	0	120.03	0	0	0	0	0	0
