"transcript_id"	"gene_id"	"KO3"	"KO2"	"KO1"	"Het3"	"Het2"	"Het1"	"WT3"	"WT2"	"WT1"
"MSTRG.2146.1"	"MSTRG.2146"	1662.29	1552.13	1138.29	1565.06	2679.17	2201.37	2325.58	1382.63	1738.4
"MSTRG.2146.2"	"MSTRG.2146"	666.71	572.87	233.71	773.94	728.83	553.63	760.42	652.37	618.6
"MSTRG.2147.1"	"MSTRG.2147"	2017	2017	1008	1639	2256	1821	1872	1595	1875
"MSTRG.2148.1"	"MSTRG.2148"	400.06	301.91	194.57	318.51	368.11	377.04	414.07	220.05	289.29
"MSTRG.2148.2"	"MSTRG.2148"	3695.23	2890.33	1928.87	2969.7	3668.5	3213.57	3854.97	1429.9	2298.04
"MSTRG.2148.3"	"MSTRG.2148"	623.98	458.48	393.44	531.36	636.83	601.73	861.55	376.81	434.5
"MSTRG.2148.4"	"MSTRG.2148"	118.87	0	0	306.48	291.07	0	562.2	243.18	0
"MSTRG.2148.5"	"MSTRG.2148"	38.43	93.51	34.09	57.67	60.49	71.44	61.16	38.38	104.97
"MSTRG.2149.1"	"MSTRG.2149"	803.52	435	967.71	270.86	863.84	544.22	525.29	182.99	530.78
"MSTRG.2149.2"	"MSTRG.2149"	216.5	232.15	121.97	175.33	257.33	208.03	137.04	223.64	185.7
"MSTRG.2149.3"	"MSTRG.2149"	2050.99	2531.85	543.32	2325.81	3141.83	2190.76	2563.67	1737.37	1876.52
"MSTRG.215.1"	"MSTRG.215"	143.42	139.09	86.61	144.04	193.15	153.77	146.31	68.02	180.69
"MSTRG.2150.1"	"MSTRG.2150"	22.71	11.37	3	16.11	16.34	11.18	23.24	10.81	4.11
"MSTRG.2151.1"	"MSTRG.2151"	219	189	115	204	219	195	229	103	202
"MSTRG.2152.1"	"MSTRG.2152"	580	562	313	500	601	496	514	463	330
"MSTRG.2153.1"	"MSTRG.2153"	4015.97	3988.16	2814.22	4335.07	7426.14	6270.75	6821.76	3989.52	4830.44
"MSTRG.2153.2"	"MSTRG.2153"	9.03	28.84	10.78	52.93	31.86	46.25	21.24	163.48	30.56
"MSTRG.2154.1"	"MSTRG.2154"	1365.33	1768.47	1845.27	1047.05	1688.22	1824.27	734.77	1170.28	792.23
"MSTRG.2154.2"	"MSTRG.2154"	386.19	494.54	0	608.84	1089.07	36.75	467.66	0	570.91
"MSTRG.2154.3"	"MSTRG.2154"	1759.04	1959.73	777.88	1560.25	1376.02	1470.42	1644.03	504.3	1484.03
"MSTRG.2154.4"	"MSTRG.2154"	233.71	571.5	127.75	272.68	496.47	473.62	359.16	448.7	409.88
"MSTRG.2154.5"	"MSTRG.2154"	453.46	648.77	314.67	358.35	561.66	606.76	313.33	652.78	662.16
"MSTRG.2154.6"	"MSTRG.2154"	532.27	773.98	327.43	518.83	626.56	837.19	543.04	376.94	559.8
"MSTRG.2155.1"	"MSTRG.2155"	1093	952	598	946	1266	1005	1216	610	788
"MSTRG.2156.1"	"MSTRG.2156"	1853.28	1615.92	1020.86	1643.11	1970.62	1513.29	1897.71	1346.95	1309.49
"MSTRG.2156.2"	"MSTRG.2156"	1023.83	704.07	520.46	748.29	1004.73	897.08	1074.75	788.49	704.26
"MSTRG.2157.1"	"MSTRG.2157"	691	689	419	654	765	672	644	349	513
"MSTRG.2158.1"	"MSTRG.2158"	349	325	149	345	403	323	340	300	248
"MSTRG.2159.1"	"MSTRG.2159"	1238	1357	766	1224	1364	1309	1299	888.94	1097
"MSTRG.216.1"	"MSTRG.216"	2782.59	2744.78	1435.49	2534.35	2718	2118.63	2645.23	1190.09	1880.33
"MSTRG.2160.1"	"MSTRG.2160"	321.45	990.35	589.85	622.97	866.61	885.59	1046.77	255.05	624.33
"MSTRG.2160.2"	"MSTRG.2160"	119.2	154.89	91.09	148.66	256.76	196.72	110.36	141.76	262.65
"MSTRG.2160.3"	"MSTRG.2160"	1400.39	575.84	531.25	1025.89	1407.05	1054.97	1157.18	1052.41	690.4
"MSTRG.2160.4"	"MSTRG.2160"	678.96	323.92	161.81	479.48	598.59	409.72	332.69	380.78	559.62
"MSTRG.2161.1"	"MSTRG.2161"	151.41	125.81	57.68	185.16	127.88	194.92	136.45	159.16	94.72
"MSTRG.2161.2"	"MSTRG.2161"	505.59	461.19	215.32	421.84	617.12	370.08	489.55	227.84	333.28
"MSTRG.2162.1"	"MSTRG.2162"	427	370	200	349	432	351	389	276	299
"MSTRG.2163.1"	"MSTRG.2163"	29	19	28	20	16	25	22	5	15
"MSTRG.2164.1"	"MSTRG.2164"	493	401	321	446	667	548	720	351	526
"MSTRG.2165.1"	"MSTRG.2165"	29.43	52.77	21.03	22.28	75.99	62.22	41.06	57.69	55.2
"MSTRG.2166.1"	"MSTRG.2166"	250	193	142	221	303	180	240	117	151
"MSTRG.2167.1"	"MSTRG.2167"	2596.51	3066.04	1195.02	2475.93	3355.21	2505.1	2429.15	2849	2875.58
"MSTRG.2167.2"	"MSTRG.2167"	179.49	374.96	123.98	177.07	221.79	162.9	117.85	0	176.42
"MSTRG.2168.1"	"MSTRG.2168"	1904.65	1878.46	996.49	1736.67	2556.92	2366.94	2103.32	1658.11	2056.86
"MSTRG.2168.2"	"MSTRG.2168"	210.35	328.54	211.51	262.33	324.08	308.06	242.68	111.89	291.14
"MSTRG.2169.1"	"MSTRG.2169"	664.91	473.89	328.68	577.32	833.14	736.74	755.67	509.33	633.29
"MSTRG.2169.2"	"MSTRG.2169"	60.09	74.11	51.32	68.68	106.86	80.26	75.33	42.67	70.71
"MSTRG.217.1"	"MSTRG.217"	81.69	73.96	39.2	77.72	79.19	98.65	82.05	75	66.37
"MSTRG.217.2"	"MSTRG.217"	0	35.02	21.66	0	34.38	10.69	11.8	28.56	0
"MSTRG.2170.1"	"MSTRG.2170"	245	241	118	219	254	216	222	207	203
"MSTRG.2171.1"	"MSTRG.2171"	0	0	0	0	3.77	0	0	0	0
"MSTRG.2172.1"	"MSTRG.2172"	627.19	883.39	384.92	419.57	932.17	809.18	928.93	567.32	588.88
"MSTRG.2172.2"	"MSTRG.2172"	721.81	524.61	450.08	915.43	743.83	572.82	835.07	417.68	724.12
"MSTRG.2173.1"	"MSTRG.2173"	136.59	98.65	63.4	109.47	100.99	138.66	146.58	59.33	71.63
"MSTRG.2173.2"	"MSTRG.2173"	130.41	130.28	50.6	94.53	153.89	64.34	121.44	152.68	110.39
"MSTRG.2174.1"	"MSTRG.2174"	257	206	115	203	233	193	289	154	148
"MSTRG.2175.1"	"MSTRG.2175"	1820	1733	968	1804	1941	1533	1774	1562	1373
"MSTRG.2176.1"	"MSTRG.2176"	106.99	40.08	14.64	59.66	49.96	53.48	64.99	32.8	78.97
"MSTRG.2176.2"	"MSTRG.2176"	1157.01	1377.92	623.36	1107.34	1377.04	1028.52	1128.01	860.2	922.03
"MSTRG.2177.1"	"MSTRG.2177"	649	473	294	587	559	460	532	375	396
"MSTRG.2178.1"	"MSTRG.2178"	184	194	82	202	219	178	136	113	116
"MSTRG.2179.1"	"MSTRG.2179"	0	0	38.89	0	97.09	191.79	52.9	38.28	0
"MSTRG.2179.2"	"MSTRG.2179"	4206.5	4238.26	2151.08	3761.66	4934.77	3981.68	4326.94	3325.09	3807.59
"MSTRG.2179.3"	"MSTRG.2179"	3564.05	2896.47	1807.84	3041.63	4385.26	3404.3	4060.91	2089.03	3048.3
"MSTRG.2179.4"	"MSTRG.2179"	83.45	112.27	44.19	113.72	142.88	98.24	116.24	89.6	117.11
"MSTRG.218.1"	"MSTRG.218"	322.02	328.6	93.85	395.93	436.59	341.28	346.66	284.68	333.48
"MSTRG.2180.1"	"MSTRG.2180"	365.34	168.52	73.3	176.18	267.23	160.47	356.49	105.9	148.16
"MSTRG.2180.2"	"MSTRG.2180"	179.64	192.18	115.3	161.74	268.88	220.93	169.7	219.07	156.27
"MSTRG.2180.3"	"MSTRG.2180"	901.03	804.29	566.4	748.08	962.88	1035.6	955.81	1174.03	907.57
"MSTRG.2181.1"	"MSTRG.2181"	4163	3785.81	2215	3530.21	4843	3488	3796	2892	3475.31
"MSTRG.2182.1"	"MSTRG.2182"	59	66	37	74	94	78	65	63	46
"MSTRG.2183.1"	"MSTRG.2183"	2375	2374	1947	2222	2499	2305	2545	936	1756
"MSTRG.2184.1"	"MSTRG.2184"	175	229	94	149	197	174	151	127	152
"MSTRG.2185.1"	"MSTRG.2185"	383.78	282.82	214.16	183.6	373.24	322.51	210.53	318.91	505.17
"MSTRG.2185.2"	"MSTRG.2185"	363.22	507.4	318.84	567.08	592.65	593.56	506.47	201.37	191.83
"MSTRG.2186.1"	"MSTRG.2186"	1709	1824	967	1627	2020	1563	1597	1207	1328
"MSTRG.2187.1"	"MSTRG.2187"	31	36.98	26.66	36.55	31.59	39.6	39.82	32.29	39.1
"MSTRG.2187.2"	"MSTRG.2187"	572	583.02	291.34	520.45	603.41	444.4	479.18	332.71	357.9
"MSTRG.2188.1"	"MSTRG.2188"	575	631	390	562	505	557	609	220	377
"MSTRG.2189.1"	"MSTRG.2189"	1328	1192	1205	4560	1655	1937	1058	373	1742
"MSTRG.219.1"	"MSTRG.219"	698.45	706.01	401.08	673.08	754.08	611.72	555.12	316.63	438.08
"MSTRG.2190.1"	"MSTRG.2190"	10703	14064	7364	10438	13679	11437	9201	7484	10947
"MSTRG.2191.1"	"MSTRG.2191"	19.05	18	34	30	31	21	24	6	16
"MSTRG.2192.1"	"MSTRG.2192"	0	0	1	0	1	0	0	0	0
"MSTRG.2193.1"	"MSTRG.2193"	228	149	157	181	223	177	226	45	121
"MSTRG.2194.1"	"MSTRG.2194"	1271.65	1324.73	970.87	1351.31	1552.48	1397.29	1620.94	666.63	1081.48
"MSTRG.2194.2"	"MSTRG.2194"	267.35	188.27	144.13	167.69	178.52	212.71	179.06	103.37	95.52
"MSTRG.2195.1"	"MSTRG.2195"	501.27	568.75	453.24	585.7	702.15	631.64	736.34	224.91	464.6
"MSTRG.2195.2"	"MSTRG.2195"	216.73	236.25	114.76	186.3	210.85	140.36	179.66	189.09	146.4
"MSTRG.2196.1"	"MSTRG.2196"	683	522	448	687	635	529	762	232	401
"MSTRG.2197.1"	"MSTRG.2197"	1836	1842	927	1688	2142	1636	1842	1429	1326
"MSTRG.2198.1"	"MSTRG.2198"	561	553	260	540	627	488	531	362	427
"MSTRG.2199.1"	"MSTRG.2199"	378.19	456.3	174.18	281.76	358.02	301.64	364.98	327.45	226.46
"MSTRG.2199.2"	"MSTRG.2199"	470.81	496.7	259.82	547.24	612.98	454.36	432.02	320.55	428.54
"MSTRG.22.1"	"MSTRG.22"	335	339	254	304	335	287	288	125	213
"MSTRG.220.1"	"MSTRG.220"	545.26	420.24	298.65	439.26	546.73	571.54	361.76	162.46	394.48
"MSTRG.220.2"	"MSTRG.220"	208.04	175.74	188.11	139.77	186.22	150.2	135.99	20.96	174.96
"MSTRG.220.3"	"MSTRG.220"	1145.41	1618.99	738.18	1244.97	1790.35	1133.32	1324.69	1034.87	1313.2
"MSTRG.2200.1"	"MSTRG.2200"	594	575	362	547	419	430	488	261	464
"MSTRG.2201.1"	"MSTRG.2201"	301.88	273.91	154.77	256.94	342.5	366.62	217.8	135.76	294.57
"MSTRG.2201.2"	"MSTRG.2201"	1237.12	1148.09	770.23	1083.06	1509.5	1294.38	1291.2	1012.24	1055.43
"MSTRG.2202.1"	"MSTRG.2202"	1437.59	1578.98	813.66	1226.07	1403.66	1162.17	1328.35	593.8	937.43
"MSTRG.2203.1"	"MSTRG.2203"	150.42	99.66	33.05	97.84	124.27	96.74	76.59	183.97	39.33
"MSTRG.2204.1"	"MSTRG.2204"	274	285	152	275	374	324	398	237	274
"MSTRG.2205.1"	"MSTRG.2205"	221	230	188	226	263	198	216	115	171
"MSTRG.2206.1"	"MSTRG.2206"	12	4	3	136	131	4	8	11	3
"MSTRG.2207.1"	"MSTRG.2207"	6.87	6.73	15.34	6.85	6.87	28.82	11.65	28.69	6.36
"MSTRG.2207.2"	"MSTRG.2207"	397.13	511.27	268.66	495.15	792.13	677.18	600.35	492.31	605.64
"MSTRG.2208.1"	"MSTRG.2208"	1615	1695	855	1538	2319	1887	1971	1258	1521
"MSTRG.2209.1"	"MSTRG.2209"	747.23	811.38	363.37	704.8	847.85	640.52	638.49	509.73	508.18
"MSTRG.2209.2"	"MSTRG.2209"	783.77	878.59	483.63	781.2	840.15	554.48	720.51	357.27	486.82
"MSTRG.221.1"	"MSTRG.221"	44.11	45.96	21.92	34.95	25.79	36.28	31.88	57.34	37.02
"MSTRG.2210.1"	"MSTRG.2210"	75	63	33	79	78	52	46	63	42
"MSTRG.2211.1"	"MSTRG.2211"	552	478	261	466	663	455	554	380	352
"MSTRG.2212.1"	"MSTRG.2212"	4492.41	5057.32	2707.8	4621.87	5924.81	5377.07	4902.35	3155.69	4647.43
"MSTRG.2212.2"	"MSTRG.2212"	1277.96	1251.08	592.74	1134.43	718.8	522.31	1061.61	315.95	297.57
"MSTRG.2212.3"	"MSTRG.2212"	489.66	579.99	289.65	398.98	537.16	415.81	370.65	289.62	580.87
"MSTRG.2213.1"	"MSTRG.2213"	854	855	413	770	766	685	635	345	525
"MSTRG.2214.1"	"MSTRG.2214"	0	0	4.07	0	0	0	0	0	0
"MSTRG.2215.1"	"MSTRG.2215"	1066	953	576	1060	1192	1006	1125	707	847
"MSTRG.2216.1"	"MSTRG.2216"	702	725	393	664	829	611	720	473	496
"MSTRG.2217.1"	"MSTRG.2217"	628	663	386	587	764	656	510	370	507
"MSTRG.2218.1"	"MSTRG.2218"	5070.7	4624	2509	4734.28	5955	4632	5707.54	3332.22	4340
"MSTRG.2219.1"	"MSTRG.2219"	2452	2464	1360	2405	3199	2570	2833	2087	2170
"MSTRG.222.1"	"MSTRG.222"	125.27	94.57	39.2	96.08	134.11	86.67	98.9	117.6	124.88
"MSTRG.222.2"	"MSTRG.222"	0	0	0	0	0	0	0	0	0
"MSTRG.2220.1"	"MSTRG.2220"	592	547	308	520	585	529	591	388	387
"MSTRG.2221.1"	"MSTRG.2221"	2413.18	3628.97	1864.12	2694.23	3582.76	3098.58	2368.81	2266.09	2754.16
"MSTRG.2221.2"	"MSTRG.2221"	908.82	516.03	80.88	415.77	461.24	371.42	566.19	560.91	279.84
"MSTRG.2222.1"	"MSTRG.2222"	1861.48	1762.77	1065.73	1612.68	2335.62	2071.2	1916.52	1050.59	1709.08
"MSTRG.2222.2"	"MSTRG.2222"	145.52	173.23	269.27	269.32	116.38	102.8	98.48	7.41	114.92
"MSTRG.2223.1"	"MSTRG.2223"	12	14	24	21	19	30	7	8	17
"MSTRG.2224.1"	"MSTRG.2224"	1695.51	1703.45	1412.13	1723.9	2200.3	2063.81	2029.6	856.6	1852.26
"MSTRG.2224.2"	"MSTRG.2224"	432.21	694.63	318.25	408.68	700.81	714.69	490.39	493.96	546.4
"MSTRG.2224.3"	"MSTRG.2224"	686.04	700.74	592.63	589.82	1035.59	1034.09	692.12	335.26	867.09
"MSTRG.2224.4"	"MSTRG.2224"	148.25	237.19	132.99	143.6	211.31	284.41	104.89	155.2	207.24
"MSTRG.2225.1"	"MSTRG.2225"	2870.34	3235.91	1628.12	2700.6	3359.08	2701.33	2337.49	1299.17	2547.49
"MSTRG.2225.2"	"MSTRG.2225"	0	0	0	0	0	0	0	591.24	238.29
"MSTRG.2225.3"	"MSTRG.2225"	384.66	568.09	443.88	425.4	600.92	691.67	555.51	279.58	275.21
"MSTRG.2226.1"	"MSTRG.2226"	234.9	246.62	105.34	148.89	170.72	190.57	243.21	52.94	173.49
"MSTRG.2226.2"	"MSTRG.2226"	61.12	75.23	73.6	149.36	247.38	137.95	94.7	177.81	94.46
"MSTRG.2227.1"	"MSTRG.2227"	1161	1114	588	932	1170	890	995	637	714
"MSTRG.2228.1"	"MSTRG.2228"	2735.95	3331.28	1463.19	2775.16	3354.34	3222.77	2775.84	1557.31	2690.71
"MSTRG.2228.2"	"MSTRG.2228"	777.53	892.27	420.62	759.88	1285.89	997.26	910.23	1329.49	854.85
"MSTRG.2228.3"	"MSTRG.2228"	360.52	332.45	193.2	276.96	321.77	211.97	261.93	137.2	280.44
"MSTRG.2229.1"	"MSTRG.2229"	2256	1900	1119	2156	2440	1934	2407	2257	1656
"MSTRG.223.1"	"MSTRG.223"	337	328	262	352	482	436	444	199	368
"MSTRG.2230.1"	"MSTRG.2230"	58	36	30	40	42	35	35	37	21
"MSTRG.2231.1"	"MSTRG.2231"	4244	4903	2458	4059	4940	4098	3531	2843	3243
"MSTRG.2232.1"	"MSTRG.2232"	1259.91	952.14	895.33	1158.76	1198.4	1230.48	1377.92	610.5	1332.23
"MSTRG.2232.2"	"MSTRG.2232"	357.08	376.46	52.02	192.91	662.62	308.63	116.75	481.02	128.55
"MSTRG.2233.1"	"MSTRG.2233"	734.9	582.57	304.88	639.57	745.5	515.38	604.43	568.54	398.54
"MSTRG.2234.1"	"MSTRG.2234"	310	220	237	253	283	249	328	120	198
"MSTRG.2235.1"	"MSTRG.2235"	651	823	496	653	1157	858	619	357	845
"MSTRG.2236.1"	"MSTRG.2236"	1277	1586	878	1218	1538	1308	1123	751	1223
"MSTRG.2237.1"	"MSTRG.2237"	1507.59	1092.76	954.87	1147.93	1367.7	976.56	1213.17	512.51	785.74
"MSTRG.2237.2"	"MSTRG.2237"	403.31	206.96	334.35	234.2	378.89	191.73	445.25	269.79	331.12
"MSTRG.2237.3"	"MSTRG.2237"	18.55	22.24	11.72	43.18	27.57	21.53	14.72	11.21	34.44
"MSTRG.2237.4"	"MSTRG.2237"	3369.11	2932.54	1724.8	2756.11	2943.16	2575.55	2759.82	934.09	1853.56
"MSTRG.2237.5"	"MSTRG.2237"	0	31.01	40.26	0	18.38	23.18	35	306.94	0
"MSTRG.2237.6"	"MSTRG.2237"	4.17	12.98	13.42	16.48	0	8.97	12.47	19.38	0
"MSTRG.2238.1"	"MSTRG.2238"	1451	1175	691	1155	1562	1410	1664	993	1279
"MSTRG.2239.1"	"MSTRG.2239"	847.92	959.53	555.04	849.54	1217.81	1220.31	1112.95	748.86	1020.77
"MSTRG.2239.2"	"MSTRG.2239"	216.08	208.47	137.96	181.46	242.19	161.69	210.05	151.14	108.23
"MSTRG.224.1"	"MSTRG.224"	529	522	273	509	575	482	536	310	413
"MSTRG.2240.1"	"MSTRG.2240"	418.31	355.49	226.12	444.1	513.71	496.48	407.65	414.11	427.05
"MSTRG.2240.2"	"MSTRG.2240"	678.69	799.51	353.88	590.9	786.29	612.52	818.35	521.89	614.95
"MSTRG.2241.1"	"MSTRG.2241"	566	476	388	600	686	543	625	392	469
"MSTRG.2242.1"	"MSTRG.2242"	3452	4110	2120	2948	3808	3473	3841	1616	3074
"MSTRG.2243.1"	"MSTRG.2243"	1	3	1	1	4	1	3	1	0
"MSTRG.2244.1"	"MSTRG.2244"	572	622	345	504	674	570	510	329	479
"MSTRG.2245.1"	"MSTRG.2245"	145	151	72	118	143	136	134	63	96
"MSTRG.2246.1"	"MSTRG.2246"	645	630	281.93	614	742	560	609	611	452
"MSTRG.2247.1"	"MSTRG.2247"	6.58	11.67	2.99	9.55	24.24	1.51	2.45	10.62	7.67
"MSTRG.2248.1"	"MSTRG.2248"	608.39	1065.07	464.13	1147.97	1002.65	527.43	535.28	744.84	959.56
"MSTRG.2248.2"	"MSTRG.2248"	1042.61	782.93	462.87	477.03	782.35	798.57	813.72	242.16	295.44
"MSTRG.2249.1"	"MSTRG.2249"	1708	1773	1148	1682	2102	1715	1885	801	1538
"MSTRG.225.1"	"MSTRG.225"	218.62	219.61	116.16	211.35	185.03	196.55	151.88	164.35	143.14
"MSTRG.225.2"	"MSTRG.225"	50.38	70.39	51.84	48.65	66.97	46.45	55.12	35.65	75.86
"MSTRG.2250.1"	"MSTRG.2250"	971.35	1073.89	649.62	919.05	1108.95	1046.39	994.21	652.16	661.22
"MSTRG.2250.2"	"MSTRG.2250"	492.65	581.11	214.38	507.95	641.05	438.61	469.79	347.84	470.78
"MSTRG.2251.1"	"MSTRG.2251"	98.15	157.72	58.82	121.09	140.03	148.96	92.82	88.42	142.88
"MSTRG.2251.2"	"MSTRG.2251"	6192.85	7862.28	4133.18	5742.91	7362.97	5820.04	5338.18	4540.58	5364.12
"MSTRG.2252.1"	"MSTRG.2252"	761	953	522	775	856	696	981	475	608
"MSTRG.2253.1"	"MSTRG.2253"	2203.18	2546.14	1245.15	2186.74	2715.86	2386.15	1901.14	1721.14	2191.08
"MSTRG.2253.2"	"MSTRG.2253"	131.82	337.86	235.85	256.26	166.14	209.85	114.86	170.86	198.92
"MSTRG.2254.1"	"MSTRG.2254"	771.13	892.38	584.84	850.52	1339.44	1268.21	951.07	737.71	1063.43
"MSTRG.2255.1"	"MSTRG.2255"	240.08	265	134.15	214.56	275.01	236.98	262.42	176.56	224.04
"MSTRG.2255.2"	"MSTRG.2255"	2330.41	2646	1144.2	2318.41	2990.49	2409.37	2097.66	2092.71	2360.07
"MSTRG.2255.3"	"MSTRG.2255"	1049.62	1440.66	642.65	1058.5	1504.82	1244.2	1229.35	1434.63	1161.24
"MSTRG.2255.4"	"MSTRG.2255"	0	0	0	0	9.24	0	0	7.12	6.74
"MSTRG.2255.5"	"MSTRG.2255"	1197.89	969.34	493	1036.53	1201.45	1049.44	1134.57	666.98	754.91
"MSTRG.2256.1"	"MSTRG.2256"	296	397	188	324	360	336	247	331	320
"MSTRG.2257.1"	"MSTRG.2257"	691.89	531.22	291.5	531.84	666.25	521.02	561.57	461.5	448.32
"MSTRG.2257.2"	"MSTRG.2257"	42.97	68.39	49.18	87.38	147.67	98.77	142.1	54.98	45.57
"MSTRG.2257.3"	"MSTRG.2257"	310.14	243.39	186.32	258.78	373.08	270.21	314.32	147.52	263.11
"MSTRG.2258.1"	"MSTRG.2258"	663.47	454.54	362.2	516.68	668.96	538.78	763.02	293.24	396.53
"MSTRG.2259.1"	"MSTRG.2259"	213	300	101	206	280	215	226	167	190
"MSTRG.226.1"	"MSTRG.226"	709.83	577.18	353.7	630.11	730.84	737.08	731.93	576.41	452.22
"MSTRG.226.2"	"MSTRG.226"	451.17	477.82	247.3	487.89	563.16	475.92	503.07	359.59	330.78
"MSTRG.2260.1"	"MSTRG.2260"	1566.75	1774.41	867.07	1658.22	2155.54	2090.9	2061.61	1746.13	1646.47
"MSTRG.2261.1"	"MSTRG.2261"	18.79	8.69	6.14	10.13	14	14.03	1	3	2
"MSTRG.2262.1"	"MSTRG.2262"	1373	1172	1068	1170	1486	1210	1478	405	922
"MSTRG.2263.1"	"MSTRG.2263"	1144.59	1184.7	842.13	1070.78	1504.64	1156.76	984.78	177.08	712.2
"MSTRG.2263.2"	"MSTRG.2263"	1337.2	1199.68	474.64	1219.02	1642.05	1150.26	1253.07	705.8	936.4
"MSTRG.2263.3"	"MSTRG.2263"	406.73	401.67	207.22	390.19	417.31	447.97	392.48	208.12	306.4
"MSTRG.2263.4"	"MSTRG.2263"	10.48	8.94	0	0	0	0	19.66	0	0
"MSTRG.2264.1"	"MSTRG.2264"	269.81	218.48	92.68	257.92	254.41	255.37	269.96	152.6	153.94
"MSTRG.2264.2"	"MSTRG.2264"	312.19	327.52	229.32	288.08	436.59	278.63	298.04	295.4	290.06
"MSTRG.2265.1"	"MSTRG.2265"	5008.53	4262.79	2464.96	4397.48	5641.7	4287.9	5149.52	3038.57	3817.03
"MSTRG.2266.1"	"MSTRG.2266"	2992.13	3617.73	1572.41	3031.16	3652.86	2988.38	3447.24	2361.59	2527.88
"MSTRG.2266.2"	"MSTRG.2266"	2370.87	2112.27	1336.59	2171.84	2466.14	1990.62	2006.76	549.41	1608.12
"MSTRG.2267.1"	"MSTRG.2267"	187	199	89	133	172	134	145	71	123
"MSTRG.2268.1"	"MSTRG.2268"	10823.79	10827.36	6626.97	9150.84	11236.11	10164.88	10257.25	4921.02	6932.48
"MSTRG.2268.2"	"MSTRG.2268"	3193.21	2396.64	721.03	2373.16	2897.89	1823.12	2514.75	2202.98	1911.52
"MSTRG.2269.1"	"MSTRG.2269"	1269.33	738.47	187.35	724.7	0	936.78	970.22	546.97	353.74
"MSTRG.2269.2"	"MSTRG.2269"	466.67	741.53	745.65	802.3	2118	740.22	1246.78	684.03	1090.26
"MSTRG.227.1"	"MSTRG.227"	4373	4040	3076	4370	5073	4695	5142	3501	3835
"MSTRG.2270.1"	"MSTRG.2270"	1019.13	1164.27	669.67	960.89	1164.32	1117.37	1122.24	586.05	937.94
"MSTRG.2270.2"	"MSTRG.2270"	146.87	259.73	139.33	196.11	362.68	234.63	187.76	91.95	217.06
"MSTRG.2271.1"	"MSTRG.2271"	2434	2665	1489	2332	2621	2151	2255	1644	1866
"MSTRG.2272.1"	"MSTRG.2272"	206.12	134.44	120.47	172.78	184.64	172.09	203.89	67.5	115.67
"MSTRG.2273.1"	"MSTRG.2273"	1415.37	1311.32	968.5	1325.73	1760.2	1361.84	1444.01	552.97	958.98
"MSTRG.2273.2"	"MSTRG.2273"	142.51	118.24	41.03	117.49	59.17	62.08	63.1	141.53	124.36
"MSTRG.2274.1"	"MSTRG.2274"	1403	1115	647	1280	1483	1240	1175	892	899
"MSTRG.2275.1"	"MSTRG.2275"	1754	1812	883	1607	2010	1456	1675	958	1183
"MSTRG.2276.1"	"MSTRG.2276"	7304.99	7673.36	4103.23	5885.11	6308.79	5903.8	6891.18	2667.44	6286.73
"MSTRG.2276.2"	"MSTRG.2276"	1295.18	1260.34	629.79	1212.68	1228.8	1161.59	789.09	912.54	867.63
"MSTRG.2276.3"	"MSTRG.2276"	2444.17	3420.81	1208.81	3144.63	4555.45	3471.19	2750.4	3968.77	1762.79
"MSTRG.2276.4"	"MSTRG.2276"	0	88.85	21.13	18.78	0	0	0	0	0
"MSTRG.2276.5"	"MSTRG.2276"	31.49	59.13	29.22	36.03	62.74	64.11	74.54	121.34	70.98
"MSTRG.2276.6"	"MSTRG.2276"	59.77	20.54	64.42	10.77	124.22	271.03	349.79	123.91	105.27
"MSTRG.2277.1"	"MSTRG.2277"	541	595	309	543	579	519	484	294	436
"MSTRG.2278.1"	"MSTRG.2278"	763.54	790.72	461.97	684.8	748.07	589.13	761.49	307.8	526.2
"MSTRG.2279.1"	"MSTRG.2279"	134.4	123.34	61.46	99.21	135.66	118.12	89.43	69.57	93.93
"MSTRG.2279.2"	"MSTRG.2279"	638.6	680.66	289.54	564.79	815.34	564.88	657.57	580.43	485.07
"MSTRG.228.1"	"MSTRG.228"	145.78	190.51	134.45	156.13	223.25	239.08	138.88	109.8	116.12
"MSTRG.228.2"	"MSTRG.228"	533.22	583.49	261.55	580.87	771.75	604.92	507.12	427.2	629.88
"MSTRG.2280.1"	"MSTRG.2280"	1537	1481	709	1482	1644	1225	1463	1104	997
"MSTRG.2281.1"	"MSTRG.2281"	352.46	387.28	190.03	298.2	374.93	306.87	282.51	162.2	267.8
"MSTRG.2282.1"	"MSTRG.2282"	2297	2233	1169	2054	2703	2134	2294	1490	1784
"MSTRG.2283.1"	"MSTRG.2283"	179.7	88.38	145	175.9	154.28	94.6	36.17	27.31	156.25
"MSTRG.2283.2"	"MSTRG.2283"	83.3	190.62	0	64.1	156.72	167.4	192.83	182.69	63.75
"MSTRG.2284.1"	"MSTRG.2284"	684	637	348	642	797	587	599	482	503
"MSTRG.2285.1"	"MSTRG.2285"	127.86	78.45	99.78	107.57	121.59	114.49	72.96	106.28	79.49
"MSTRG.2285.2"	"MSTRG.2285"	218.45	206.18	193.25	181.67	140.4	203.96	91.39	39.77	158.72
"MSTRG.2285.3"	"MSTRG.2285"	5747.57	6183.97	4096.36	5353.87	7097.94	5334.01	5573.42	1623.86	5141.08
"MSTRG.2285.4"	"MSTRG.2285"	726.12	935.4	180.61	564.89	788.07	880.54	739.23	1706.08	505.71
